component,analyte,loading,normalized_loading,contribution_pct,molecular_class,chemical_family,subfamily,molecular_weight,biochemical_role
12,(+)-xylose,0.11520785807610756,0.2005554974008679,1.4583791075078714,carbohydrate,saccharide,monosaccharide,unavailable,unavailable
12,glucosamine,0.10393545241946929,0.18093233140226064,1.3156853609568788,carbohydrate,saccharide,monosaccharide,unavailable,unavailable
12,14-methylhexadecanoic acid,0.1027522995911603,0.17887268193090256,1.3007082110071349,lipid,fatty_acid,saturated fatty acid,unavailable,unavailable
12,methionine,0.10025632034985574,0.17452764534571244,1.2691124150338493,protein/peptide,amino_acid,aliphatic/polar amino acid,unavailable,unavailable
12,carotene,0.09988112499018427,0.1738744998638157,1.264362938019727,lipid,carotenoid,unavailable,unavailable,unavailable
12,2-deoxy-d-ribose,0.09945583931357115,0.17313415643729124,1.2589793838433685,carbohydrate,saccharide,monosaccharide,unavailable,unavailable
12,(+)-raffinose pentahydrate,0.09684040731785219,0.1685811747780624,1.2258714739892995,carbohydrate,saccharide,trisaccharide,unavailable,unavailable
12,mannose,0.0950014547929323,0.16537989975662895,1.202592767251515,carbohydrate,saccharide,monosaccharide,unavailable,unavailable
12,aspartate,0.0945397739518248,0.16457619910395646,1.1967484984294778,cofactor/small-molecule,organic_acid,unavailable,unavailable,unavailable
12,glutamate,0.08435682215752015,0.1468495700682296,1.067845796846716,protein/peptide,amino_acid,aliphatic/polar amino acid,unavailable,unavailable
12,tubulin,0.07848499953933334,0.13662781674770377,0.9935162886659566,protein/peptide,protein,unavailable,unavailable,unavailable
12,elastin,0.06968253771056525,0.12130436451188051,0.88208876418902,protein/peptide,protein,unavailable,unavailable,unavailable
12,(+)-mannose,0.06456230561616429,0.11239099079198983,0.8172733979738727,carbohydrate,saccharide,monosaccharide,unavailable,unavailable
12,alb,0.06324236611101168,0.11009322110495981,0.8005647096115113,protein/peptide,protein,unavailable,unavailable,unavailable
12,chitin,0.059691824250727714,0.10391238673547222,0.7556195456631494,carbohydrate,polysaccharide,unavailable,unavailable,unavailable
12,hypoxanthine,0.058345668842237026,0.10156898002661416,0.7385789986380964,nucleic,purine,purine base/derivative,unavailable,unavailable
12,phosphatidylinositol,0.05776856844762438,0.10056435535409124,0.7312736709244118,lipid,lipid,unavailable,unavailable,unavailable
12,pyruvate,0.05672450056374148,0.09874682695568912,0.7180571524151544,cofactor/small-molecule,organic_acid,unavailable,unavailable,unavailable
12,glutathione,0.05443409470828164,0.09475965547917269,0.6890636436120509,cofactor/small-molecule,cofactor,unavailable,unavailable,unavailable
12,ferritin,0.053660999365865526,0.0934138399807704,0.6792772790851929,protein/peptide,protein,unavailable,unavailable,unavailable
12,xanthine,0.053354838945033144,0.09288087151394989,0.6754016930900708,nucleic,purine,purine base/derivative,unavailable,unavailable
12,cysteine,0.046337082861406816,0.08066426072460713,0.5865661828665769,protein/peptide,amino_acid,aliphatic/polar amino acid,unavailable,unavailable
12,malic acid,0.045826583961388584,0.07977557689239738,0.5801039419862671,cofactor/small-molecule,organic_acid,unavailable,unavailable,unavailable
12,cholesterol,0.04426612750242744,0.07705911183067732,0.5603506271002178,lipid,lipid,unavailable,unavailable,unavailable
12,uracil,0.04174216049150964,0.07266535373334682,0.5284005429806956,nucleic,pyrimidine,pyrimidine base,unavailable,unavailable
12,13-methylmyristicacid,0.041257539407747214,0.07182171837610657,0.5222658810277753,lipid,fatty_acid,saturated fatty acid,unavailable,unavailable
12,tryptophan,0.03842699380061303,0.06689426384622874,0.4864349173658549,protein/peptide,amino_acid,aromatic amino acid,unavailable,unavailable
12,gluth,0.03780457008286988,0.06581073968051071,0.4785558563266824,unassigned,unknown,unavailable,unavailable,unavailable
12,estriol,0.03526709322290782,0.061393463443531325,0.4464347553865999,lipid,sterol,unavailable,unavailable,unavailable
12,estradiol,0.034791454746067235,0.06056546513769756,0.4404138013567721,lipid,sterol,unavailable,unavailable,unavailable
12,ure,0.03476217835330671,0.06051450037183661,0.44004320094584404,unassigned,unknown,unavailable,unavailable,unavailable
12,lactalbumin,0.03382756860719108,0.05888751827497223,0.42821227768965564,protein/peptide,protein,unavailable,unavailable,unavailable
12,glucose oxidase,0.030291562272083728,0.052731987556906175,0.38345111426511413,protein/peptide,protein,unavailable,unavailable,unavailable
12,albumin,0.030173145326564833,0.05252584563389998,0.38195211235497034,protein/peptide,protein,unavailable,unavailable,unavailable
12,major proteinase,0.029105531763516917,0.05066732857833993,0.3684375366893716,protein/peptide,protein,unavailable,unavailable,unavailable
12,glutathione transferase,0.027248860169244354,0.047435207945965986,0.3449345299691036,protein/peptide,protein,unavailable,unavailable,unavailable
12,n-acetylglucosamine,0.027092366603296173,0.047162781694120914,0.3429535284050657,carbohydrate,saccharide,monosaccharide,unavailable,unavailable
12,n-acetyl- d-glucosamine,0.027029778927920106,0.0470538281680696,0.3421612512142543,carbohydrate,saccharide,monosaccharide,unavailable,unavailable
12,insulin,0.026190169837308316,0.045592224579547896,0.3315329106073746,protein/peptide,protein,unavailable,unavailable,unavailable
12,triosephosphate isomerase,0.025244880180936295,0.04394665074120481,0.3195667938127586,protein/peptide,protein,unavailable,unavailable,unavailable
12,cholesteryl palmitate,0.023689718463379316,0.0412394028415226,0.2998805033499771,lipid,sterol,unavailable,unavailable,unavailable
12,lauric acid,0.019315203655108085,0.03362418450562816,0.2445049316797525,lipid,fatty_acid,saturated fatty acid,unavailable,unavailable
12,arginine,0.017376624717512144,0.030249478391193158,0.21996508632495856,protein/peptide,amino_acid,aliphatic/polar amino acid,unavailable,unavailable
12,phosphate,0.015188867729780458,0.02644099954093193,0.19227097642227717,cofactor/small-molecule,organic_acid,unavailable,unavailable,unavailable
12,phosphoenolpyruvate,0.015052179446002331,0.026203050609324475,0.19054068353573259,cofactor/small-molecule,organic_acid,unavailable,unavailable,unavailable
12,trypsin inhibitor,0.01447569691952698,0.02519950153054727,0.18324317721546396,protein/peptide,protein,unavailable,unavailable,unavailable
12,glycogen,0.014196314775426247,0.024713149073251964,0.1797065687863922,carbohydrate,polysaccharide,unavailable,unavailable,unavailable
12,elastase,0.013649561261074786,0.02376135268663751,0.1727853924395503,protein/peptide,protein,unavailable,unavailable,unavailable
12,tricaproin,0.013582238488698585,0.02364415623558124,0.17193317518343137,lipid,triglyceride,triacylglycerol,unavailable,unavailable
12,ethinylestradiol,0.010839145466643614,0.01886894042441969,0.13720924558244144,lipid,sterol,unavailable,unavailable,unavailable
12,trypsinogen,0.010616221977966854,0.018480872007034747,0.13438732905792636,protein/peptide,protein,unavailable,unavailable,unavailable
12,coenzyme a,0.009630913224182604,0.016765632347964902,0.12191462341996287,cofactor/small-molecule,cofactor,unavailable,unavailable,unavailable
12,cholesteryl stearate,0.009333555773652651,0.016247988218538487,0.11815047138592184,lipid,sterol,unavailable,unavailable,unavailable
12,pepsinogen,0.00895978369969438,0.015597320412895107,0.11341901128646813,protein/peptide,protein,unavailable,unavailable,unavailable
12,superoxide dismutases,0.008582615694372376,0.014940740921059775,0.1086445631874621,protein/peptide,protein,unavailable,unavailable,unavailable
12,carbonic anhydrase,0.007412973785011853,0.012904611451855204,0.09383844360185063,protein/peptide,protein,unavailable,unavailable,unavailable
12,serine,0.006910828851403752,0.012030470324601803,0.08748195288720508,protein/peptide,amino_acid,aliphatic/polar amino acid,unavailable,unavailable
12,histidine,0.006689279739205839,0.011644794441571148,0.08467743415114014,protein/peptide,amino_acid,aromatic amino acid,unavailable,unavailable
12,cytochrome c,0.006273400054818685,0.010920825101683915,0.07941294739584846,protein/peptide,protein,unavailable,unavailable,unavailable
12,tricaprin,0.006105918647608129,0.010629271057633196,0.0772928542941215,lipid,triglyceride,triacylglycerol,unavailable,unavailable
12,trierucin,0.005656537375393361,0.009846981671503567,0.07160428174666228,lipid,triglyceride,triacylglycerol,unavailable,unavailable
12,papain,0.005506303974097879,0.009585453204381688,0.06970252558733468,protein/peptide,protein,unavailable,unavailable,unavailable
12,pepsin,0.004593997715921575,0.007997297340312045,0.05815393498951219,protein/peptide,protein,unavailable,unavailable,unavailable
12,hemoglobin,0.004590138431914316,0.00799057904316971,0.058105081558330364,protein/peptide,protein,unavailable,unavailable,unavailable
12,trypsin,0.004520794451388558,0.007869864043877631,0.05722727848031992,protein/peptide,protein,unavailable,unavailable,unavailable
12,α-chymotrypsinogen a (type ii),0.003343815817103234,0.005820962698334426,0.042328285660828927,protein/peptide,protein,unavailable,unavailable,unavailable
12,acetyl-coa,0.003198736859000141,0.005568407160104177,0.04049177793496887,cofactor/small-molecule,cofactor,unavailable,unavailable,unavailable
12,cellulose,0.0030831602080808305,0.005367209662814225,0.039028730397837295,carbohydrate,polysaccharide,unavailable,unavailable,unavailable
12,proline,0.0027586573104353288,0.004802310348374029,0.034920952906311226,protein/peptide,amino_acid,aliphatic/polar amino acid,unavailable,unavailable
12,thaumatin,0.002622137833341012,0.004564655277871202,0.03319279688911728,protein/peptide,protein,unavailable,unavailable,unavailable
12,glycine,0.0022143142680666507,0.003854710146078519,0.028030289946642962,protein/peptide,amino_acid,aliphatic/polar amino acid,unavailable,unavailable
12,ascorbate,0.0015616768382651933,0.0027185895155761456,0.019768763273945725,cofactor/small-molecule,organic_acid,unavailable,unavailable,unavailable
12,horseradish peroxidase,0.0013873591148385767,0.0024151347138688106,0.017562131450743427,protein/peptide,protein,unavailable,unavailable,unavailable
12,citrate,0.001170335219925904,0.002037336394214856,0.014814895980385667,cofactor/small-molecule,organic_acid,unavailable,unavailable,unavailable
12,lectin,0.0011515414542027944,0.002004619936365742,0.014576991763262956,protein/peptide,protein,unavailable,unavailable,unavailable
12,aspartic acid,0.0008914911585812956,0.0015519206391254566,0.011285098967329698,cofactor/small-molecule,organic_acid,unavailable,unavailable,unavailable
13,thymine,0.8585121116010501,0.9999999999988353,18.659917594749988,nucleic,pyrimidine,pyrimidine base,unavailable,unavailable
13,cytochrome c,0.1839944853034943,0.21431786787509186,3.9991537536363886,protein/peptide,protein,unavailable,unavailable,unavailable
13,hemoglobin,0.16306849356177558,0.18994314856837272,3.5443234999773177,protein/peptide,protein,unavailable,unavailable,unavailable
13,b-dna,0.13627406153838706,0.1587328352119449,2.961941624639371,nucleic,nucleic_acid,unavailable,unavailable,unavailable
13,cholesteryl linoleate,0.12381566044506448,0.14422121571938556,2.6911560007415307,lipid,sterol,unavailable,unavailable,unavailable
13,myoglobin,0.11899806153822642,0.13860964793631952,2.5864446083320427,protein/peptide,protein,unavailable,unavailable,unavailable
13,trielaidin,0.11802404301055988,0.1374751053777423,2.56527413768123,lipid,triglyceride,triacylglycerol,unavailable,unavailable
13,cholesterol,0.11340805923634656,0.1320983800970709,2.464944887014176,lipid,lipid,unavailable,unavailable,unavailable
13,horseradish peroxidase,0.10754753990337682,0.12527201241539246,2.3375654286024434,protein/peptide,protein,unavailable,unavailable,unavailable
13,malic acid,0.10753062653748913,0.12525231162648207,2.3371978135048237,cofactor/small-molecule,organic_acid,unavailable,unavailable,unavailable
13,a-dna,0.1034993455792489,0.12055665165411715,2.2495771853674267,nucleic,nucleic_acid,unavailable,unavailable,unavailable
13,riboflavin,0.0933065355443366,0.10868400606512048,2.0280345970448184,cofactor/small-molecule,cofactor,unavailable,unavailable,unavailable
13,cholesteryl oleate,0.08715131115229094,0.10151436418253884,1.8942496703318208,lipid,sterol,unavailable,unavailable,unavailable
13,acetyl-coa,0.08369126362982222,0.09748408030452575,1.8190449052845594,cofactor/small-molecule,cofactor,unavailable,unavailable,unavailable
13,riboﬂavin,0.07474192975462512,0.0870598431222489,1.6245294984749183,cofactor/small-molecule,cofactor,unavailable,unavailable,unavailable
13,cholesteryl palmitate,0.07275337819835148,0.08474356647408042,1.5813079670934003,lipid,sterol,unavailable,unavailable,unavailable
13,elaidic acid,0.07116087812416001,0.08288861294148582,1.5466946870330545,lipid,fatty_acid,saturated fatty acid,unavailable,unavailable
13,phosphoenolpyruvate,0.07088167096679138,0.08256339078841962,1.540626068456845,cofactor/small-molecule,organic_acid,unavailable,unavailable,unavailable
13,2-deoxy-d-ribose,0.07069650859919921,0.08234771256432719,1.5366015305682936,carbohydrate,saccharide,monosaccharide,unavailable,unavailable
13,β-carotene,0.06931674777870468,0.0807405589763367,1.5066121770542493,lipid,carotenoid,unavailable,unavailable,unavailable
13,ascorbate,0.06651807882146805,0.0774806527741818,1.4457825959553534,cofactor/small-molecule,organic_acid,unavailable,unavailable,unavailable
13,chitin,0.06491958676625334,0.0756187197465489,1.4110390790927398,carbohydrate,polysaccharide,unavailable,unavailable,unavailable
13,tryptophan,0.06485340562626525,0.07554163156212644,1.4096006199238862,protein/peptide,amino_acid,aromatic amino acid,unavailable,unavailable
13,alanine,0.06440348309466153,0.07501755912852485,1.399821471499189,protein/peptide,amino_acid,aliphatic/polar amino acid,unavailable,unavailable
13,galactose,0.06437754182896348,0.07498734258836488,1.3992576333498048,carbohydrate,saccharide,disaccharide,unavailable,unavailable
13,pyruvate,0.06357824755542893,0.07405631987740627,1.381884826284456,cofactor/small-molecule,organic_acid,unavailable,unavailable,unavailable
13,guanine,0.06190283985882492,0.07210479505444534,1.3454695339038536,nucleic,purine,purine base/derivative,unavailable,unavailable
13,coenzyme a,0.06006199094333718,0.0699605633183868,1.305458346404907,cofactor/small-molecule,cofactor,unavailable,unavailable,unavailable
13,(+)-galactose,0.05843695089630226,0.06806770703240794,1.270137804089796,carbohydrate,saccharide,disaccharide,unavailable,unavailable
13,cholesteryl stearate,0.05164601180366273,0.06015758089572816,1.1225355022151011,lipid,sterol,unavailable,unavailable,unavailable
13,isoleucine,0.0493280545875866,0.057457610581097836,1.0721542786357694,protein/peptide,amino_acid,aliphatic/polar amino acid,unavailable,unavailable
13,glucosamine,0.04833186900411268,0.05629724770442862,1.0505020029770897,carbohydrate,saccharide,monosaccharide,unavailable,unavailable
13,(+)-raffinose pentahydrate,0.03996132609307873,0.0465471896704029,0.8685667235179277,carbohydrate,saccharide,trisaccharide,unavailable,unavailable
13,α-chymotrypsinogen a (type ii),0.03852329513032601,0.04487216267507113,0.8373108578160188,protein/peptide,protein,unavailable,unavailable,unavailable
13,carotene,0.03688937699102124,0.04296896513455448,0.8017973485434059,lipid,carotenoid,unavailable,unavailable,unavailable
13,succinic acid,0.03622026927281258,0.042189584495462444,0.787254170042988,cofactor/small-molecule,organic_acid,unavailable,unavailable,unavailable
13,hypoxanthine,0.033811770777986264,0.03938415116228341,0.7349050152282414,nucleic,purine,purine base/derivative,unavailable,unavailable
13,acetyl coenzyme a,0.03381121907962586,0.03938350854076072,0.7348930239635834,protein/peptide,protein,unavailable,unavailable,unavailable
13,phosphate,0.032983396339733025,0.03841925570296667,0.7169001454698217,cofactor/small-molecule,organic_acid,unavailable,unavailable,unavailable
13,proline,0.03252101208293644,0.03788066777794166,0.706850139171316,protein/peptide,amino_acid,aliphatic/polar amino acid,unavailable,unavailable
13,t-rna,0.03241423773870006,0.03775629638842553,0.7045293792917975,nucleic,nucleic_acid,unavailable,unavailable,unavailable
13,tyrosine,0.03186845517424934,0.03712056561995419,0.6926666955396616,protein/peptide,amino_acid,aromatic amino acid,unavailable,unavailable
13,(+)-trehalose,0.03102989816345938,0.036143809439747085,0.6744405057068129,carbohydrate,saccharide,disaccharide,unavailable,unavailable
13,sphingomyelin,0.029886908163789375,0.0348124479082981,0.6495974092411257,lipid,phospholipid,unavailable,unavailable,unavailable
13,gluth,0.028849781764130635,0.033604396926089616,0.6270552774628324,unassigned,unknown,unavailable,unavailable,unavailable
13,glutathione,0.027690198926749267,0.03225370795885128,0.6018515326379978,cofactor/small-molecule,cofactor,unavailable,unavailable,unavailable
13,aspartate,0.027358821249921787,0.03186771727526139,0.5946489782898607,cofactor/small-molecule,organic_acid,unavailable,unavailable,unavailable
13,superoxide dismutases,0.02730970153294665,0.03181050233756706,0.5935813522672947,protein/peptide,protein,unavailable,unavailable,unavailable
13,urate,0.02658479306315846,0.030966124652043844,0.5778253342365673,nucleic,purine,purine base/derivative,unavailable,unavailable
13,arginine,0.026134124718040448,0.0304411834904369,0.568029975418878,protein/peptide,amino_acid,aliphatic/polar amino acid,unavailable,unavailable
13,lectin,0.02556870368235333,0.02978257771418058,0.5557404459064944,protein/peptide,protein,unavailable,unavailable,unavailable
13,(+)-maltose,0.02458011981877483,0.0286310693659364,0.5342533950185663,carbohydrate,saccharide,disaccharide,unavailable,unavailable
13,methionine,0.02426195801537116,0.02826047261010269,0.5273380900938196,protein/peptide,amino_acid,aliphatic/polar amino acid,unavailable,unavailable
13,glycogen,0.02314907890024937,0.02696418441558314,0.5031494592050093,carbohydrate,polysaccharide,unavailable,unavailable,unavailable
13,mannose,0.02289394123092768,0.026666998544966142,0.49760399534896566,carbohydrate,saccharide,monosaccharide,unavailable,unavailable
13,trierucin,0.022556251325789346,0.02627365534039774,0.4902642435652559,lipid,triglyceride,triacylglycerol,unavailable,unavailable
13,(+)-galactosamine,0.02114759623623258,0.024632845536412443,0.45964686783419667,carbohydrate,saccharide,monosaccharide,unavailable,unavailable
13,α-phosphatidylethanolamine,0.02016143651610944,0.02348416084484427,0.43821250614715884,lipid,phospholipid,unavailable,unavailable,unavailable
13,(-)-ribose,0.016758040607761645,0.019519865102997608,0.36423907428299557,carbohydrate,saccharide,monosaccharide,unavailable,unavailable
13,trypsin inhibitor,0.01565329118593531,0.018233046423451214,0.3402271437632469,protein/peptide,protein,unavailable,unavailable,unavailable
13,n-acetylglucosamine,0.01555729325978234,0.018121227469640733,0.33814061129960976,carbohydrate,saccharide,monosaccharide,unavailable,unavailable
13,triosephosphate isomerase,0.013659400062528337,0.015910550215813307,0.2968895559145538,protein/peptide,protein,unavailable,unavailable,unavailable
13,phosphatidylinositol,0.013154414477535757,0.015322340011008816,0.2859136019644981,lipid,lipid,unavailable,unavailable,unavailable
13,glutamate,0.013117613008370234,0.01527947344143084,0.2851137153086026,protein/peptide,amino_acid,aliphatic/polar amino acid,unavailable,unavailable
13,ceramide,0.01141053444155766,0.013291058200989988,0.2480100507777881,lipid,phospholipid,unavailable,unavailable,unavailable
13,keratin,0.011038298309470536,0.012857475346355006,0.2399194304397934,protein/peptide,protein,unavailable,unavailable,unavailable
13,(+)-xylose,0.010810199053044017,0.012591783979461103,0.23496165142791092,carbohydrate,saccharide,monosaccharide,unavailable,unavailable
13,carbonic anhydrase,0.010767565343706466,0.012542123981935858,0.2340349999663333,protein/peptide,protein,unavailable,unavailable,unavailable
13,amylopectin,0.01038584060360499,0.012097488740402515,0.22573814299958975,carbohydrate,polysaccharide,unavailable,unavailable,unavailable
13,thaumatin,0.009671496617928918,0.01126541662863807,0.2102117459611575,protein/peptide,protein,unavailable,unavailable,unavailable
13,pepsinogen,0.009492897959775596,0.011057383852233735,0.20632987149644103,protein/peptide,protein,unavailable,unavailable,unavailable
13,(+)-sucrose,0.00892185649744853,0.010392231369688722,0.19391818098419322,carbohydrate,saccharide,disaccharide,unavailable,unavailable
13,fructose-6-phosphate,0.00867858439793683,0.010108866585168986,0.18863061745579468,carbohydrate,saccharide,monosaccharide,unavailable,unavailable
13,ferritin,0.00812038962001919,0.009458677996826292,0.1764981519762591,protein/peptide,protein,unavailable,unavailable,unavailable
13,glycine,0.007236302988046475,0.008428888643799065,0.15728236750879773,protein/peptide,amino_acid,aliphatic/polar amino acid,unavailable,unavailable
13,acetoacetate,0.006908645223306462,0.00804723093587392,0.1501606661295051,cofactor/small-molecule,organic_acid,unavailable,unavailable,unavailable
13,lactalbumin,0.006838258819711625,0.007965244435458114,0.14863080478786242,protein/peptide,protein,unavailable,unavailable,unavailable
13,tri-11-eicosenoin,0.006685313840197154,0.007787093216101332,0.1453065177152568,lipid,triglyceride,triacylglycerol,unavailable,unavailable
13,adenine,0.006437181934273387,0.007498067700246077,0.13991332540661133,nucleic,purine,purine base/derivative,unavailable,unavailable
13,glucose,0.006002949791098866,0.006992271524156947,0.13047521044103752,carbohydrate,saccharide,monosaccharide,unavailable,unavailable
13,ethinylestradiol,0.005958497855108347,0.006940493645441214,0.12950903949096984,lipid,sterol,unavailable,unavailable,unavailable
13,phenylalanine,0.005857958317901777,0.006823384596136184,0.12732379428133592,protein/peptide,amino_acid,aromatic amino acid,unavailable,unavailable
13,tribehenin,0.0057560425081284,0.006704672456381749,0.12510863553601914,lipid,triglyceride,triacylglycerol,unavailable,unavailable
13,trypsinogen,0.005175050614605058,0.006027929652556692,0.11248067058378881,protein/peptide,protein,unavailable,unavailable,unavailable
13,lactose,0.00517178198329904,0.006024122331423017,0.11240962628517762,carbohydrate,saccharide,disaccharide,unavailable,unavailable
13,ubiquitin,0.005012896066548632,0.005839051073134169,0.10895621185634699,protein/peptide,protein,unavailable,unavailable,unavailable
13,tripalmitin,0.004915560848174859,0.0057256744334125255,0.10684061310196899,lipid,triglyceride,triacylglycerol,unavailable,unavailable
13,albumin,0.004153638062180105,0.004838182252815391,0.0902800821460222,protein/peptide,protein,unavailable,unavailable,unavailable
13,valine,0.004120365016999296,0.004799425612424239,0.08955688643007312,protein/peptide,amino_acid,aliphatic/polar amino acid,unavailable,unavailable
13,collagen,0.0036499541271560313,0.004251488217615165,0.0793324197958419,protein/peptide,protein,unavailable,unavailable,unavailable
13,citrate,0.0028666374086237763,0.003339076257496716,0.06230688780754748,cofactor/small-molecule,organic_acid,unavailable,unavailable,unavailable
13,trypsin,0.002837129866667851,0.003304705697597611,0.06166553599214403,protein/peptide,protein,unavailable,unavailable,unavailable
13,14-methylpentadecanoic acid,0.002786048340290226,0.00324520563267447,0.06055526968379464,lipid,fatty_acid,saturated fatty acid,unavailable,unavailable
13,triarachidin,0.0027281000638264452,0.0031777071365197158,0.059295753307775916,lipid,triglyceride,triacylglycerol,unavailable,unavailable
13,histidine,0.0020015047304791024,0.0023313645823168873,0.043503070989402516,protein/peptide,amino_acid,aromatic amino acid,unavailable,unavailable
13,amylose,0.0019580723401238596,0.0022807742764047265,0.0425590600499873,carbohydrate,polysaccharide,unavailable,unavailable,unavailable
13,elastase,0.0014130513719388324,0.0016459306197812039,0.030712929731828813,protein/peptide,protein,unavailable,unavailable,unavailable
13,trilaurin,0.00119235932050495,0.0013888672091997808,0.02591614767374849,lipid,triglyceride,triacylglycerol,unavailable,unavailable
13,leucine,0.001076030998430313,0.0012533672896266493,0.02338773034041566,protein/peptide,amino_acid,aliphatic/polar amino acid,unavailable,unavailable
14,phosphate,0.5754044074861193,0.9999999999982622,7.525976723229217,cofactor/small-molecule,organic_acid,unavailable,unavailable,unavailable
14,succinic acid,0.5197426486216273,0.9032649765256829,6.79795118825229,cofactor/small-molecule,organic_acid,unavailable,unavailable,unavailable
14,aspartic acid,0.4830042608060865,0.8394170335181153,6.317433055350435,cofactor/small-molecule,organic_acid,unavailable,unavailable,unavailable
14,citrate,0.3162142834719125,0.5495513752716451,4.135910858520194,cofactor/small-molecule,organic_acid,unavailable,unavailable,unavailable
14,asparagine,0.30350619567633325,0.5274658861265803,3.969695981293015,protein/peptide,amino_acid,aliphatic/polar amino acid,unavailable,unavailable
14,amylopectin,0.25135879359979124,0.4368384919008776,3.2876363218622737,carbohydrate,polysaccharide,unavailable,unavailable,unavailable
14,amylose,0.23889394460020247,0.4151757294378219,3.124602875804189,carbohydrate,polysaccharide,unavailable,unavailable,unavailable
14,xylanase,0.2376761054364771,0.41305923684951545,3.10867420184968,protein/peptide,protein,unavailable,unavailable,unavailable
14,valine,0.19843720167241474,0.34486562683629923,2.595450680216352,protein/peptide,amino_acid,aliphatic/polar amino acid,unavailable,unavailable
14,galactose,0.1716144486736837,0.29825014622872065,2.244623658220963,carbohydrate,saccharide,disaccharide,unavailable,unavailable
14,glutamate,0.1644025666488327,0.2857165577976789,2.150296163430244,protein/peptide,amino_acid,aliphatic/polar amino acid,unavailable,unavailable
14,alb,0.1616288439079427,0.28089608248536196,2.114017378434782,protein/peptide,protein,unavailable,unavailable,unavailable
14,adenine,0.14799465295352077,0.2572011111278005,1.9356895755398817,nucleic,purine,purine base/derivative,unavailable,unavailable
14,guanine,0.13710269319228124,0.23827188566564875,1.7932286653227223,nucleic,purine,purine base/derivative,unavailable,unavailable
14,(+)-galactosamine,0.13642817871197416,0.23709964146395276,1.7844063827468026,carbohydrate,saccharide,monosaccharide,unavailable,unavailable
14,acetoacetate,0.13605565456721677,0.23645222872273958,1.7795339695261017,cofactor/small-molecule,organic_acid,unavailable,unavailable,unavailable
14,papain,0.1303047793498642,0.22645773590599605,1.7043156492266776,protein/peptide,protein,unavailable,unavailable,unavailable
14,glycogen,0.12945893859500587,0.2249877423782227,1.6932525121533386,carbohydrate,polysaccharide,unavailable,unavailable,unavailable
14,carotene,0.12293473281579631,0.21364927208790674,1.6079194486712463,lipid,carotenoid,unavailable,unavailable,unavailable
14,albumin,0.11477666163338922,0.19947129382382867,1.5012163142731596,protein/peptide,protein,unavailable,unavailable,unavailable
14,collagen,0.11272614775147587,0.19590768906996822,1.4743967078447702,protein/peptide,protein,unavailable,unavailable,unavailable
14,(+)-xylose,0.10736937653719626,0.18659811280573094,1.4043330535768717,carbohydrate,saccharide,monosaccharide,unavailable,unavailable
14,estrone,0.10510057434628534,0.18265514302414873,1.374658354780236,lipid,sterol,unavailable,unavailable,unavailable
14,leucine,0.1043815006017201,0.1814054589146621,1.3652532612608337,protein/peptide,amino_acid,aliphatic/polar amino acid,unavailable,unavailable
14,ethinylestradiol,0.10324149687730642,0.17942423716943381,1.3503426325226642,lipid,sterol,unavailable,unavailable,unavailable
14,glutathione transferase,0.09874401263032807,0.17160802271494333,1.2915179844742988,protein/peptide,protein,unavailable,unavailable,unavailable
14,β-carotene,0.09528504046665033,0.16559664685707737,1.2462765096933388,lipid,carotenoid,unavailable,unavailable,unavailable
14,triosephosphate isomerase,0.09120696035269787,0.15850931825672465,1.192937439617115,protein/peptide,protein,unavailable,unavailable,unavailable
14,hypoxanthine,0.09107144777820553,0.15827380985128134,1.1911650088396208,nucleic,purine,purine base/derivative,unavailable,unavailable
14,phosphatidylinositol,0.08331105928482153,0.14478696756713058,1.0896633477390623,lipid,lipid,unavailable,unavailable,unavailable
14,chitin,0.07480978153696348,0.13001252782137948,0.9784712581135936,carbohydrate,polysaccharide,unavailable,unavailable,unavailable
14,aspartate,0.07394498096720269,0.12850958387707168,0.967160136972395,cofactor/small-molecule,organic_acid,unavailable,unavailable,unavailable
14,glutathione,0.0699127108881514,0.12150186890898369,0.9144202372394482,cofactor/small-molecule,cofactor,unavailable,unavailable,unavailable
14,ubiquitin,0.06709747389510971,0.11660924564018346,0.877598468402864,protein/peptide,protein,unavailable,unavailable,unavailable
14,estradiol,0.06687555428934025,0.11622356975226557,0.8746958806476781,lipid,sterol,unavailable,unavailable,unavailable
14,estriol,0.06664646360157321,0.1158254311826159,0.8716994990398698,lipid,sterol,unavailable,unavailable,unavailable
14,(+)-arabinose,0.06558878237921752,0.11398727838330949,0.8578656038585271,carbohydrate,saccharide,monosaccharide,unavailable,unavailable
14,elastin,0.06500338808273928,0.112969916873976,0.8502089648201605,protein/peptide,protein,unavailable,unavailable,unavailable
14,(-)-ribose,0.06385886915066324,0.11098084811262547,0.8352392796213082,carbohydrate,saccharide,monosaccharide,unavailable,unavailable
14,trypsin inhibitor,0.05192851192944344,0.09024698325864994,0.6791966953474367,protein/peptide,protein,unavailable,unavailable,unavailable
14,(+)-sucrose,0.0441974701471453,0.07681114286239575,0.5780788732680291,carbohydrate,saccharide,disaccharide,unavailable,unavailable
14,(-)-arabinose,0.04416187421671394,0.07674928040536869,0.5776132978564009,carbohydrate,saccharide,monosaccharide,unavailable,unavailable
14,ferritin,0.042465336229124316,0.07380085323742488,0.5554235036202806,protein/peptide,protein,unavailable,unavailable,unavailable
