component,analyte,loading,normalized_loading,contribution_pct,molecular_class,chemical_family,subfamily,molecular_weight,biochemical_role
20,amylopectin,0.011254204586307746,0.017920183776772382,0.20047839912362408,carbohydrate,polysaccharide,unavailable,unavailable,unavailable
20,tricaprylin,0.011193767611536228,0.017823949370643365,0.19940179634311217,lipid,triglyceride,triacylglycerol,unavailable,unavailable
20,(+)-xylose,0.011151733538880984,0.01775701809166301,0.1986530163178386,carbohydrate,saccharide,monosaccharide,unavailable,unavailable
20,trimyristin,0.01081356337413209,0.01721854631841175,0.1926289732377338,lipid,triglyceride,triacylglycerol,unavailable,unavailable
20,coenzyme a,0.010784974604173882,0.017173024130888496,0.1921197030542943,cofactor/small-molecule,cofactor,unavailable,unavailable,unavailable
20,methionine,0.010780912681021652,0.017166556289574895,0.1920473453994572,protein/peptide,amino_acid,aliphatic/polar amino acid,unavailable,unavailable
20,phosphoenolpyruvate,0.010724042296926318,0.01707600100184857,0.1910342765971671,cofactor/small-molecule,organic_acid,unavailable,unavailable,unavailable
20,tristearin,0.010190542513470922,0.016226503901358633,0.18153070113790604,lipid,triglyceride,triacylglycerol,unavailable,unavailable
20,elastin,0.009873181723379861,0.015721167105820662,0.17587734885928552,protein/peptide,protein,unavailable,unavailable,unavailable
20,a-dna,0.009705321368598686,0.015453881365327493,0.17288714418113382,nucleic,nucleic_acid,unavailable,unavailable,unavailable
20,tripalmitin,0.009420522993687362,0.01500039403278457,0.16781384718911924,lipid,triglyceride,triacylglycerol,unavailable,unavailable
20,tricaprin,0.009312473579935128,0.014828345858561019,0.1658890933489724,lipid,triglyceride,triacylglycerol,unavailable,unavailable
20,valine,0.009003797930800488,0.01433683850080096,0.1603904550833906,protein/peptide,amino_acid,aliphatic/polar amino acid,unavailable,unavailable
20,pepsin,0.008854528838417648,0.014099155815438467,0.1577314285435713,protein/peptide,protein,unavailable,unavailable,unavailable
20,glucosamine,0.008848362531272325,0.014089337142210983,0.15762158414048458,carbohydrate,saccharide,monosaccharide,unavailable,unavailable
20,stearate,0.00832997795715839,0.013263908142415867,0.14838726564629423,lipid,lipid,unavailable,unavailable,unavailable
20,trypsinogen,0.008245704961929863,0.01312971939985901,0.14688605647214056,protein/peptide,protein,unavailable,unavailable,unavailable
20,galactose,0.008025256900582766,0.012778697722380404,0.14295907308652286,carbohydrate,saccharide,disaccharide,unavailable,unavailable
20,ubiquitin,0.00784085244200696,0.012485068638104193,0.13967415762554802,protein/peptide,protein,unavailable,unavailable,unavailable
20,13-methylmyristicacid,0.007439739006725704,0.011846371658637712,0.13252886550334878,lipid,fatty_acid,saturated fatty acid,unavailable,unavailable
20,glucose,0.007202213700621899,0.011468157711630483,0.12829767415136517,carbohydrate,saccharide,monosaccharide,unavailable,unavailable
20,14-methylpentadecanoic acid,0.006590788821751201,0.010494579693652724,0.11740596874825873,lipid,fatty_acid,saturated fatty acid,unavailable,unavailable
20,glutathione transferase,0.006494275891241153,0.01034090117836439,0.11568672171884854,protein/peptide,protein,unavailable,unavailable,unavailable
20,triosephosphate isomerase,0.0064517105092431574,0.010273123890144429,0.11492847713784762,protein/peptide,protein,unavailable,unavailable,unavailable
20,trypsin inhibitor,0.00640498479452191,0.010198722062055705,0.11409612186890043,protein/peptide,protein,unavailable,unavailable,unavailable
20,alanine,0.0063495924769804545,0.010110520314650838,0.1131093828186819,protein/peptide,amino_acid,aliphatic/polar amino acid,unavailable,unavailable
20,trilaurin,0.00580662556675341,0.009245948612461165,0.10343716332910083,lipid,triglyceride,triacylglycerol,unavailable,unavailable
20,tricaproin,0.005491663271955134,0.008744430965233925,0.09782653699285283,lipid,triglyceride,triacylglycerol,unavailable,unavailable
20,tribehenin,0.0051849297205080035,0.008256016029262162,0.09236249456497307,lipid,triglyceride,triacylglycerol,unavailable,unavailable
20,lauric acid,0.004985747793250165,0.007938856632158717,0.08881433853095251,lipid,fatty_acid,saturated fatty acid,unavailable,unavailable
20,insulin,0.004861364351901769,0.007740799620607453,0.0865986161306905,protein/peptide,protein,unavailable,unavailable,unavailable
20,papain,0.004436881743669977,0.007064891670718922,0.07903703387034443,protein/peptide,protein,unavailable,unavailable,unavailable
20,carbonic anhydrase,0.004250632372275941,0.006768324913104604,0.07571925378837527,protein/peptide,protein,unavailable,unavailable,unavailable
20,tyrosine,0.004238794249741189,0.006749474950873351,0.0755083736825272,protein/peptide,amino_acid,aromatic amino acid,unavailable,unavailable
20,lactalbumin,0.003120904587539964,0.004969447936509978,0.05559468470022331,protein/peptide,protein,unavailable,unavailable,unavailable
20,glutamate,0.002358194807847778,0.0037549774410069563,0.04200804386248226,protein/peptide,amino_acid,aliphatic/polar amino acid,unavailable,unavailable
20,arginine,0.0014007102248789832,0.0022303650564851354,0.02495175393039112,protein/peptide,amino_acid,aliphatic/polar amino acid,unavailable,unavailable
21,fructose-6-phosphate,0.5265714681284761,0.999999999998101,9.399056083396077,carbohydrate,saccharide,monosaccharide,unavailable,unavailable
21,arginine,0.4801049702593925,0.9117565217972309,8.569650682790584,protein/peptide,amino_acid,aliphatic/polar amino acid,unavailable,unavailable
21,n-acetyl- d-glucosamine,0.33819478192942587,0.6422580834673496,6.036619746535561,carbohydrate,saccharide,monosaccharide,unavailable,unavailable
21,histidine,0.3057287343476908,0.5806025446720875,5.457115879545789,protein/peptide,amino_acid,aromatic amino acid,unavailable,unavailable
21,ergothioneine,0.2954632350025566,0.5611075663710412,5.273881485149317,cofactor/small-molecule,cofactor,unavailable,unavailable,unavailable
21,n-acetylglucosamine,0.24243142691834216,0.4603960556000575,4.327288347167496,carbohydrate,saccharide,monosaccharide,unavailable,unavailable
21,ure,0.19692253368922663,0.3739711427752601,3.5149757445230665,unassigned,unknown,unavailable,unavailable,unavailable
21,malic acid,0.15313682167355186,0.2908186845321019,2.7334211260218875,cofactor/small-molecule,organic_acid,unavailable,unavailable,unavailable
21,serine,0.13797344022867694,0.26202224879140495,2.4627618114926517,protein/peptide,amino_acid,aliphatic/polar amino acid,unavailable,unavailable
21,(-)-fructose,0.12792988693602203,0.24294876323334325,2.283489051026244,carbohydrate,saccharide,monosaccharide,unavailable,unavailable
21,fumarate,0.12599235920089752,0.2392692480062704,2.248905081047211,cofactor/small-molecule,organic_acid,unavailable,unavailable,unavailable
21,fructose,0.10720316694966485,0.20358711673171245,1.9135267280219028,carbohydrate,saccharide,monosaccharide,unavailable,unavailable
21,phosphate,0.10143490799684036,0.19263274623891896,1.810565985401642,cofactor/small-molecule,organic_acid,unavailable,unavailable,unavailable
21,phosphoenolpyruvate,0.08577106105495882,0.16288588775924523,1.5309735942458118,cofactor/small-molecule,organic_acid,unavailable,unavailable,unavailable
21,cellulose,0.08521056692467271,0.16182146599656005,1.5209690344019273,carbohydrate,polysaccharide,unavailable,unavailable,unavailable
21,cytosine,0.07911590511218416,0.15024723119394448,1.4121821523695424,nucleic,pyrimidine,pyrimidine base,unavailable,unavailable
21,mannose,0.07903225040595212,0.15008836442790185,1.410688954725717,carbohydrate,saccharide,monosaccharide,unavailable,unavailable
21,isoleucine,0.06726235273151655,0.1277364171865418,1.2006017490306646,protein/peptide,amino_acid,aliphatic/polar amino acid,unavailable,unavailable
21,estriol,0.06551721765692671,0.1244222705222931,1.169451898664732,lipid,sterol,unavailable,unavailable,unavailable
21,estradiol,0.06515904550351165,0.12374207386316269,1.1630586921178145,lipid,sterol,unavailable,unavailable,unavailable
21,cholesteryl linoleate,0.06319081739666285,0.12000425625249633,1.1279267347655892,lipid,sterol,unavailable,unavailable,unavailable
21,xanthine,0.06279530856728582,0.11925315435405512,1.1208670858977816,nucleic,purine,purine base/derivative,unavailable,unavailable
21,estrone,0.06115935002286612,0.11614634237612727,1.0916659858766158,lipid,sterol,unavailable,unavailable,unavailable
21,tyrosine,0.06039356061918408,0.11469204898951,1.077997000774062,protein/peptide,amino_acid,aromatic amino acid,unavailable,unavailable
21,(-)-arabinose,0.06015356060775181,0.1142362703802268,1.0737131120637888,carbohydrate,saccharide,monosaccharide,unavailable,unavailable
21,ethinylestradiol,0.056804698059388745,0.10787652103744694,1.013937471314546,lipid,sterol,unavailable,unavailable,unavailable
21,(+)-arabinose,0.05571060579463656,0.10579875509118575,0.9944084326574294,carbohydrate,saccharide,monosaccharide,unavailable,unavailable
21,cholesterol,0.05371312475351539,0.1020053838927485,0.9587543240181107,lipid,lipid,unavailable,unavailable,unavailable
21,thaumatin,0.052728293751005594,0.10013511354557572,0.9411755481338876,protein/peptide,protein,unavailable,unavailable,unavailable
21,(+)-galactose,0.05229281695301869,0.09930810937929638,0.9334024895938111,carbohydrate,saccharide,disaccharide,unavailable,unavailable
21,linoleic acid,0.05223305802373607,0.09919462254436608,0.932335820467572,lipid,fatty_acid,unsaturated fatty acid,unavailable,unavailable
21,ubiquitin,0.0518020284897018,0.09837606407676545,0.9246421435230405,protein/peptide,protein,unavailable,unavailable,unavailable
21,12-methyltetradecanoic acid,0.05106475426271405,0.09697592321914028,0.9114821410775422,lipid,fatty_acid,saturated fatty acid,unavailable,unavailable
21,glutathione,0.05084747354456957,0.09656329030737938,0.9076037811980391,cofactor/small-molecule,cofactor,unavailable,unavailable,unavailable
21,α-chymotrypsinogen a (type ii),0.05017628453431051,0.09528865039450429,0.8956233691707685,protein/peptide,protein,unavailable,unavailable,unavailable
21,horseradish peroxidase,0.04472927506452603,0.08494435755020392,0.7983967805839318,protein/peptide,protein,unavailable,unavailable,unavailable
21,myoglobin,0.04444861472313548,0.08441136182525982,0.7933871238729624,protein/peptide,protein,unavailable,unavailable,unavailable
21,(+)-mannose,0.043480185859923914,0.08257224041093085,0.7761011185554768,carbohydrate,saccharide,monosaccharide,unavailable,unavailable
21,albumin,0.040720196123025916,0.07733080614427333,0.7268365839256352,protein/peptide,protein,unavailable,unavailable,unavailable
21,a-dna,0.037608705662870216,0.0714218447810446,0.6712979246779224,nucleic,nucleic_acid,unavailable,unavailable,unavailable
21,14-methylhexadecanoic acid,0.035940950320652094,0.06825464822149223,0.641529266587494,lipid,fatty_acid,saturated fatty acid,unavailable,unavailable
21,trypsin,0.03546850331423166,0.06735743476612083,0.6330963070016646,protein/peptide,protein,unavailable,unavailable,unavailable
21,hypoxanthine,0.03464741632265295,0.06579812697738813,0.6184402856440618,nucleic,purine,purine base/derivative,unavailable,unavailable
21,α-phosphatidylcholine,0.03444687620564924,0.06541728576372328,0.6148607377179505,lipid,phospholipid,unavailable,unavailable,unavailable
21,hemoglobin,0.03313084364318864,0.06291803800323313,0.591370167850757,protein/peptide,protein,unavailable,unavailable,unavailable
21,coenzyme a,0.02846153236456045,0.054050654255278,0.5080251306905735,cofactor/small-molecule,cofactor,unavailable,unavailable,unavailable
21,superoxide dismutases,0.027102197495644253,0.05146917206114218,0.48376163476955647,protein/peptide,protein,unavailable,unavailable,unavailable
21,triolein,0.025893411428625356,0.04917359370154585,0.4621853650238392,lipid,lipid,unavailable,unavailable,unavailable
21,tri-11-eicosenoin,0.024370481398902098,0.04628143162688367,0.4350017714817666,lipid,triglyceride,triacylglycerol,unavailable,unavailable
21,oleate,0.02410288181720508,0.045773239296130155,0.4302252432638534,lipid,lipid,unavailable,unavailable,unavailable
21,hydroxyproline,0.02396573754411063,0.045512791699944155,0.427777281700511,protein/peptide,amino_acid,aliphatic/polar amino acid,unavailable,unavailable
21,aspartate,0.023770612826382646,0.045142234748916946,0.4242943961357073,cofactor/small-molecule,organic_acid,unavailable,unavailable,unavailable
21,t-rna,0.022614037263356063,0.042945808180012535,0.4036500596314743,nucleic,nucleic_acid,unavailable,unavailable,unavailable
21,vaccenic acid,0.021078158245793024,0.04002905497456657,0.37623533267201037,lipid,fatty_acid,saturated fatty acid,unavailable,unavailable
21,diethylstilbestrol,0.020912341321749378,0.03971415579358231,0.37327557760931823,lipid,sterol,unavailable,unavailable,unavailable
21,tripetroselinin,0.020823052283845456,0.03954458899532585,0.37168180976262083,lipid,triglyceride,triacylglycerol,unavailable,unavailable
21,palmitoleic acid,0.02063513570047664,0.03918772084970386,0.3683275860475358,lipid,fatty_acid,unsaturated fatty acid,unavailable,unavailable
21,cytochrome c,0.020159593378940636,0.03828462915120136,0.3598393765248452,protein/peptide,protein,unavailable,unavailable,unavailable
21,cholesteryl stearate,0.02004972753528845,0.038075985405191984,0.3578783222546496,lipid,sterol,unavailable,unavailable,unavailable
21,asparagine,0.019867363030744514,0.03772966108725706,0.3546232005673291,protein/peptide,amino_acid,aliphatic/polar amino acid,unavailable,unavailable
21,insulin,0.018859157612248285,0.035815000913819166,0.3366272022165073,protein/peptide,protein,unavailable,unavailable,unavailable
21,thymine,0.01811443426564211,0.034400713601117565,0.3233342364463642,nucleic,pyrimidine,pyrimidine base,unavailable,unavailable
21,trypsin inhibitor,0.017854151947267995,0.03390641732012325,0.3186883179794757,protein/peptide,protein,unavailable,unavailable,unavailable
21,collagen,0.017731737184063918,0.033673942203993376,0.31650327132497286,protein/peptide,protein,unavailable,unavailable,unavailable
21,tripalmitolein,0.017542255103884727,0.03331410105868354,0.31312110421908584,lipid,triglyceride,triacylglycerol,unavailable,unavailable
21,trilinolein,0.016294270748932378,0.030944082114464012,0.29084516324361304,lipid,triglyceride,triacylglycerol,unavailable,unavailable
21,α-linolenic acid,0.01584527123026361,0.03009139725429919,0.2828307304214459,lipid,fatty_acid,unsaturated fatty acid,unavailable,unavailable
21,methionine,0.01562454240223694,0.02967221611482204,0.2788908233823908,protein/peptide,amino_acid,aliphatic/polar amino acid,unavailable,unavailable
21,pyruvate,0.01505699990852949,0.028594408964116524,0.2687604535258051,cofactor/small-molecule,organic_acid,unavailable,unavailable,unavailable
21,cholesteryl oleate,0.014602654902801005,0.02773157261002685,0.2606506062429078,lipid,sterol,unavailable,unavailable,unavailable
21,chitin,0.014475273879599551,0.02748966618153397,0.2583769141545649,carbohydrate,polysaccharide,unavailable,unavailable,unavailable
