lsm_a,lsm_b,activation_independent,activation_joint_nnls
carboxylic_acid_metabolite.m00,peptide_protein.m04,0.44588087434387247,0.01915376286799457
purine.m01,sterol_steroid.m00,0.024838791821714026,0.00824173769602044
fatty_acid.m02,nucleic_acid_polymer.m00,0.0,0.0
free_amino_acid.m02,pyrimidine.m00,0.3932428103206092,0.178662204506875
peptide_protein.m01,phospholipid_sphingolipid.m00,0.0,0.0
chromophore_pigment.m00,free_amino_acid.m02,0.4788733088543336,0.14120108994245698
free_amino_acid.m00,free_amino_acid.m05,0.45954639920484325,0.11190517307646577
free_amino_acid.m04,sterol_steroid.m00,0.0,0.13873284748542475
free_amino_acid.m04,phosphate_metabolite.m00,0.5418779828647001,0.09814445384602603
fatty_acid.m04,free_amino_acid.m04,0.0,0.0
carboxylic_acid_metabolite.m00,polysaccharide.m01,0.02244017841740802,0.0
fatty_acid.m03,free_amino_acid.m01,0.0651354970140549,0.02128259337561663
acylglycerol.m00,peptide_protein.m01,0.0,0.0
chromophore_pigment.m00,mono_oligosaccharide.m03,0.6221263872117763,0.09050316138025834
free_amino_acid.m06,peptide_protein.m06,0.5158678134010203,0.0
acylglycerol.m00,phospholipid_sphingolipid.m01,0.008590650336380888,0.1307112965215075
peptide_protein.m08,peptide_protein.m09,0.17431183617141874,0.26961605604349437
mono_oligosaccharide.m00,peptide_protein.m09,0.34783672999991794,0.024448205299767923
free_amino_acid.m05,mono_oligosaccharide.m02,0.4198017036726714,0.1603401556097961
mono_oligosaccharide.m01,sulfur_thiol_cofactor.m00,0.5083499675530037,0.015753795567737636
fatty_acid.m02,free_amino_acid.m04,0.0,0.0
free_amino_acid.m01,phospholipid_sphingolipid.m00,0.026997543885589427,0.0
free_amino_acid.m02,sterol_steroid.m00,0.0,0.07164511613661044
free_amino_acid.m06,peptide_protein.m03,0.3455761190106541,0.12933977889614656
fatty_acid.m03,peptide_protein.m09,0.0,0.1256647173627797
fatty_acid.m02,phospholipid_sphingolipid.m01,0.0341539548370668,0.0
purine.m01,small_nitrogenous.m00,0.4884086185793966,0.15745499980932315
peptide_protein.m04,peptide_protein.m09,0.010355109785849824,0.28841894969119664
sterol_steroid.m00,sterol_steroid.m01,0.2061542505565276,0.005674303004782726
acylglycerol.m01,nucleic_acid_polymer.m00,0.03898732513533273,0.0
fatty_acid.m02,mono_oligosaccharide.m03,0.0,0.0
peptide_protein.m04,sterol_steroid.m01,0.3010637686159508,0.13802117088689622
carboxylic_acid_metabolite.m00,mono_oligosaccharide.m03,0.0,0.050140428622662075
free_amino_acid.m04,peptide_protein.m04,0.09392871518108711,0.0
free_amino_acid.m04,free_amino_acid.m05,0.6532919326088208,0.07287787337904417
acylglycerol.m02,peptide_protein.m02,0.15310217928813755,0.0
free_amino_acid.m05,peptide_protein.m04,0.10818896473545431,0.24121978668239724
mono_oligosaccharide.m05,peptide_protein.m07,0.0,0.0
acylglycerol.m00,purine.m01,0.0,0.0
acylglycerol.m01,mono_oligosaccharide.m01,0.0,0.010663681597022991
fatty_acid.m03,mono_oligosaccharide.m00,0.009159088855483543,0.0
free_amino_acid.m03,free_amino_acid.m04,0.2626005240806,0.21139914862577897
fatty_acid.m03,peptide_protein.m01,0.0,0.0
fatty_acid.m04,free_amino_acid.m00,0.0,0.0
free_amino_acid.m04,mono_oligosaccharide.m01,0.36646377025883675,0.0
chromophore_pigment.m00,phosphate_metabolite.m00,0.6079548534956505,0.0
carboxylic_acid_metabolite.m00,free_amino_acid.m01,0.09205253949086968,0.016740819576505455
fatty_acid.m02,peptide_protein.m01,0.0,0.026501110552666872
chromophore_pigment.m01,fatty_acid.m01,0.21846603744136953,0.09335953092425843
free_amino_acid.m04,polysaccharide.m00,0.5131307655026821,0.0
fatty_acid.m03,purine.m01,0.0,0.04445843872776465
fatty_acid.m04,free_amino_acid.m02,0.0,0.0
chromophore_pigment.m00,peptide_protein.m04,0.0,0.0
acylglycerol.m01,chromophore_pigment.m01,0.0704453042213953,0.0010044697633725859
acylglycerol.m01,mono_oligosaccharide.m02,0.0,0.0
free_amino_acid.m05,mono_oligosaccharide.m04,0.32523719165085396,0.21345234531482976
peptide_protein.m01,polysaccharide.m01,0.513354197984179,0.029315979435873815
free_amino_acid.m04,purine.m01,0.598600261218857,0.036645131906240816
free_amino_acid.m03,peptide_protein.m09,0.20305248198986342,0.04646576582695628
chromophore_pigment.m00,nucleic_acid_polymer.m00,0.4443267042887537,0.06743952106656839
mono_oligosaccharide.m04,purine.m01,0.1795230702251575,0.03886827341328517
fatty_acid.m00,free_amino_acid.m05,0.0,0.0
free_amino_acid.m04,peptide_protein.m03,0.4252790852411346,0.022698742123438878
acylglycerol.m01,peptide_protein.m09,0.0,0.00168363505668947
chromophore_pigment.m00,free_amino_acid.m06,0.0,0.08468955695271702
free_amino_acid.m02,free_amino_acid.m06,0.18356785529461053,0.300563178780651
acylglycerol.m02,free_amino_acid.m02,0.0,0.0
carboxylic_acid_metabolite.m00,free_amino_acid.m04,0.09499330523998457,0.15183529116809893
fatty_acid.m00,nucleic_acid_polymer.m00,0.0,0.0
free_amino_acid.m04,mono_oligosaccharide.m05,0.3602536615819349,0.11486952770885538
nucleic_acid_polymer.m00,phospholipid_sphingolipid.m00,0.0,0.0
acylglycerol.m02,free_amino_acid.m05,0.0,0.0
peptide_protein.m00,peptide_protein.m09,0.03148262237446298,0.26083400718292715
mono_oligosaccharide.m04,peptide_protein.m01,0.0986109399771639,0.0
mono_oligosaccharide.m04,peptide_protein.m09,0.08041433582230546,0.0
chromophore_pigment.m01,sterol_steroid.m00,0.0,0.06538235335216533
chromophore_pigment.m00,purine.m00,0.4047725835202116,0.0
fatty_acid.m02,free_amino_acid.m02,0.0,0.0
fatty_acid.m03,phosphate_metabolite.m00,0.0,0.018398868174565163
mono_oligosaccharide.m02,peptide_protein.m09,0.29897730353138324,0.07544503045187935
fatty_acid.m00,mono_oligosaccharide.m05,0.0,0.09001829396094563
peptide_protein.m09,phospholipid_sphingolipid.m01,0.5600121573556108,0.15366047690708892
fatty_acid.m03,mono_oligosaccharide.m03,0.0,0.0
chromophore_pigment.m00,polysaccharide.m00,0.6441574870417375,0.0790768554102524
fatty_acid.m00,sulfur_thiol_cofactor.m01,0.10588892448474992,0.0
peptide_protein.m00,phospholipid_sphingolipid.m00,0.8224237495584745,0.0
peptide_protein.m01,small_nitrogenous.m00,0.2144146808283431,0.27501262773774715
free_amino_acid.m03,peptide_protein.m01,0.2979291423314194,0.1316302676441416
acylglycerol.m01,peptide_protein.m06,0.8161019246408241,0.11847550537016337
free_amino_acid.m04,mono_oligosaccharide.m02,0.23010752688172045,0.009012969325068426
free_amino_acid.m00,free_amino_acid.m03,0.5113597345096397,0.27737898894891666
fatty_acid.m00,purine.m01,0.0,0.0
acylglycerol.m00,peptide_protein.m02,0.18820736505745997,0.0
phospholipid_sphingolipid.m00,purine.m01,0.0,0.0
acylglycerol.m00,free_amino_acid.m02,0.0,0.0
acylglycerol.m00,polysaccharide.m00,0.0,0.0
fatty_acid.m04,phospholipid_sphingolipid.m01,0.0,0.0
acylglycerol.m01,chromophore_pigment.m00,0.0,0.0
peptide_protein.m01,peptide_protein.m06,0.0,0.182486560957834
chromophore_pigment.m00,free_amino_acid.m05,0.5317840919358946,0.059706005189074866
mono_oligosaccharide.m05,peptide_protein.m08,0.0,0.0019577562129590343
acylglycerol.m02,mono_oligosaccharide.m05,0.0,0.0
chromophore_pigment.m00,mono_oligosaccharide.m01,0.366296195897714,0.0
acylglycerol.m02,small_nitrogenous.m00,0.0,0.0
free_amino_acid.m02,free_amino_acid.m04,0.5311762241553514,0.1484004584582181
free_amino_acid.m02,free_amino_acid.m03,0.3010801974748844,0.19451847418572474
free_amino_acid.m04,polysaccharide.m01,0.2233552658600097,0.0
chromophore_pigment.m00,peptide_protein.m00,0.0,0.013889812034494544
acylglycerol.m01,peptide_protein.m04,0.765343322079565,0.021849565560861785
chromophore_pigment.m00,free_amino_acid.m03,0.2112537683695179,0.0388511223178007
chromophore_pigment.m00,peptide_protein.m02,0.4635254688385618,0.0684787471340549
peptide_protein.m01,peptide_protein.m07,0.10349688262401735,0.19066809972597173
peptide_protein.m06,polysaccharide.m01,0.06077856362486343,0.019293101825143304
acylglycerol.m01,peptide_protein.m01,0.0,0.0
chromophore_pigment.m01,fatty_acid.m03,0.0,0.026426189492696074
chromophore_pigment.m00,chromophore_pigment.m01,0.4611301412060425,0.1674834319829936
chromophore_pigment.m00,free_amino_acid.m01,0.4384714589648176,0.07772028036393157
acylglycerol.m02,purine.m01,0.0,0.0
acylglycerol.m00,free_amino_acid.m04,0.0,0.04553328973437893
fatty_acid.m01,free_amino_acid.m05,0.006753903907604098,0.0
fatty_acid.m01,peptide_protein.m04,0.6673188923663307,0.1279757861640249
peptide_protein.m02,peptide_protein.m09,0.30036061345359266,0.11659708823413993
acylglycerol.m00,peptide_protein.m03,0.0,0.0
peptide_protein.m01,peptide_protein.m05,0.0,0.20521941148248646
mono_oligosaccharide.m05,phospholipid_sphingolipid.m00,0.0,0.0
fatty_acid.m03,peptide_protein.m02,0.11724126600786942,0.05546257333042354
chromophore_pigment.m00,peptide_protein.m01,0.6248962928279818,0.17592595183664977
chromophore_pigment.m00,fatty_acid.m01,0.0,0.0
acylglycerol.m02,pyrimidine.m00,0.0,0.0
fatty_acid.m04,purine.m01,0.0,0.0
fatty_acid.m01,peptide_protein.m01,0.0,0.016497388886695875
phospholipid_sphingolipid.m00,pyrimidine.m00,0.0,0.0
peptide_protein.m03,peptide_protein.m05,0.07963232213706598,0.06836468082887857
free_amino_acid.m05,sterol_steroid.m00,0.0,0.09089642481647495
peptide_protein.m01,peptide_protein.m04,0.0,0.18482947892524826
peptide_protein.m02,peptide_protein.m08,0.19186771482786663,0.34461260586839615
fatty_acid.m03,free_amino_acid.m04,0.0,0.14323118627631945
free_amino_acid.m02,peptide_protein.m00,0.0,0.02519904936115529
fatty_acid.m00,pyrimidine.m00,0.0,0.008180205419208603
acylglycerol.m00,free_amino_acid.m05,0.0,0.018008336649268982
acylglycerol.m01,free_amino_acid.m05,0.0,0.0
chromophore_pigment.m00,fatty_acid.m04,0.0,0.0
phospholipid_sphingolipid.m00,phospholipid_sphingolipid.m01,0.0,0.1252608859759182
peptide_protein.m00,peptide_protein.m03,0.02276875559608008,0.07948212013705964
fatty_acid.m02,purine.m01,0.0,0.0
acylglycerol.m02,free_amino_acid.m04,0.0,0.0
fatty_acid.m03,free_amino_acid.m05,0.0,0.0
fatty_acid.m03,free_amino_acid.m02,0.0,0.048163448605584205
carboxylic_acid_metabolite.m00,chromophore_pigment.m00,0.0,0.0
free_amino_acid.m04,free_amino_acid.m06,0.07389865036923861,0.13417235307881822
peptide_protein.m01,peptide_protein.m08,0.0,0.250301544937917
peptide_protein.m02,peptide_protein.m04,0.2854727814879618,0.25393208409617807
acylglycerol.m01,peptide_protein.m02,0.0,0.0
free_amino_acid.m05,phospholipid_sphingolipid.m00,0.0,0.0
fatty_acid.m00,free_amino_acid.m04,0.0,0.0
acylglycerol.m00,chromophore_pigment.m00,0.0,0.0
fatty_acid.m01,free_amino_acid.m04,0.026567107781529035,0.14086177221200072
chromophore_pigment.m00,sterol_steroid.m00,0.0,0.01492703773621059
chromophore_pigment.m00,fatty_acid.m00,0.0,0.0
acylglycerol.m02,chromophore_pigment.m00,0.0,0.0
chromophore_pigment.m00,peptide_protein.m08,0.0,0.0
acylglycerol.m01,free_amino_acid.m04,0.0,0.0
free_amino_acid.m04,phospholipid_sphingolipid.m00,0.0,0.0
chromophore_pigment.m00,fatty_acid.m03,0.0,0.0
chromophore_pigment.m00,phospholipid_sphingolipid.m00,0.0,0.0
peptide_protein.m00,peptide_protein.m01,0.0,0.11839202261740144
