lsm_a,lsm_b,class_a,class_b,same_class,spectral_cosine,band_overlap,peak_agreement,bootstrap_cooccurrence,activation_cooccurrence,provenance_overlap,substitutability,edge_weight
polysaccharide.m00,small_nitrogenous.m00,polysaccharide,small_nitrogenous,False,0.2430537994329878,0.04207162130957354,0.0,0.2168395419849883,0.358252626563822,1.0,0.5295515566897648,0.08153955377800935
fatty_acid.m03,phospholipid_sphingolipid.m01,fatty_acid,phospholipid_sphingolipid,False,0.3706185803765322,0.03974567678475584,0.14285714285714285,0.23638407222697239,0.0,1.0,0.045028975026196356,0.08095340928273605
fatty_acid.m00,peptide_protein.m00,fatty_acid,peptide_protein,False,0.32266656605385047,0.003510757479239833,0.125,0.30459693996617626,0.642705175912007,0.0,1.0,0.08053738291245921
carboxylic_acid_metabolite.m00,chromophore_pigment.m01,carboxylic_acid_metabolite,chromophore_pigment,False,0.29817350497533335,0.03726095675233686,0.0,0.21847101290469065,0.25038073880578626,1.0,0.587708174244958,0.08042529243579179
free_amino_acid.m00,free_amino_acid.m01,free_amino_acid,free_amino_acid,True,0.30299132835538445,0.021042381047338958,0.125,0.1801711064630379,0.5550637850448098,1.0,0.0,0.0802385964117343
free_amino_acid.m00,sulfur_thiol_cofactor.m01,free_amino_acid,sulfur_thiol_cofactor,False,0.24692283705241214,0.04882472491905131,0.0,0.19253642986065855,0.4793793177094885,1.0,0.26054260823053926,0.07998433622901184
free_amino_acid.m01,free_amino_acid.m05,free_amino_acid,free_amino_acid,True,0.3524953511194612,0.06333661559997866,0.125,0.19360499523248675,0.7081446068163336,0.0,0.0,0.0798786236072547
free_amino_acid.m01,free_amino_acid.m03,free_amino_acid,free_amino_acid,True,0.25027298421726557,0.027363157627744366,0.125,0.14267202105304858,0.5723272300122396,1.0,0.0,0.07987780319293078
acylglycerol.m02,peptide_protein.m09,acylglycerol,peptide_protein,False,0.17162273944785356,0.10861958348374524,0.25,0.08165498466086377,0.0,0.0,1.0,0.07986939703590994
acylglycerol.m01,peptide_protein.m00,acylglycerol,peptide_protein,False,0.6660529714038194,0.0003153523066416985,0.13333333333333333,0.6330415163682779,0.9237898091788035,0.0,1.0,0.07947210385059839
free_amino_acid.m03,polysaccharide.m00,free_amino_acid,polysaccharide,False,0.4147813453681295,0.018493554934862707,0.0,0.25490147358743453,0.6157815618916189,1.0,0.48690114678642576,0.07924311578444945
peptide_protein.m02,sterol_steroid.m02,peptide_protein,sterol_steroid,False,0.29401327353757,0.07741829880505709,0.0,0.24349702215489058,0.5494615441484513,0.0,0.980110869987809,0.07888230498444951
fatty_acid.m00,peptide_protein.m04,fatty_acid,peptide_protein,False,0.4403281864869153,0.0393371767018767,0.0,0.3622377435678304,0.7183600713012478,0.0,1.0,0.07887499912787357
phospholipid_sphingolipid.m00,polysaccharide.m01,phospholipid_sphingolipid,polysaccharide,False,0.37125618136685895,0.05757488410736401,0.0,0.3554869389898989,0.0863024388641087,1.0,0.14637863751212243,0.07884363360059346
fatty_acid.m04,purine.m00,fatty_acid,purine,False,0.3269703281020072,0.025628658125799824,0.0,0.2630925627977669,0.2096371686504514,1.0,0.9168047531151509,0.07879051432739716
pyrimidine.m00,sulfur_thiol_cofactor.m01,pyrimidine,sulfur_thiol_cofactor,False,0.20176150121682085,0.03418771673964447,0.0,0.15929622202812424,0.5110771581359818,1.0,1.0,0.07863477579940503
phospholipid_sphingolipid.m01,small_nitrogenous.m00,phospholipid_sphingolipid,small_nitrogenous,False,0.4623425037157217,0.01779465394490349,0.0,0.3255491702470746,0.550910569506395,1.0,0.30545132034863015,0.0785344037468077
peptide_protein.m02,phospholipid_sphingolipid.m01,peptide_protein,phospholipid_sphingolipid,False,0.5427894362102744,0.0520301693265833,0.0,0.3099458386750004,0.7724537322260283,0.0,0.3540195491996214,0.07822992803352773
peptide_protein.m02,phosphate_metabolite.m00,peptide_protein,phosphate_metabolite,False,0.40834991925313446,0.05508093557657997,0.0,0.3304654084356795,0.7128991185917183,0.0,0.4986715936724375,0.07769802749605939
acylglycerol.m02,phospholipid_sphingolipid.m01,acylglycerol,phospholipid_sphingolipid,False,0.3242036401785984,0.031628801359534685,0.125,0.21247822196213725,0.0,1.0,0.09477988833436778,0.07735520573829821
chromophore_pigment.m00,mono_oligosaccharide.m04,chromophore_pigment,mono_oligosaccharide,False,0.08913624941493717,0.017517625601166188,0.16666666666666666,0.07089381333056378,0.09965252963355431,1.0,0.18141494708383832,0.07717282239536052
fatty_acid.m02,polysaccharide.m00,fatty_acid,polysaccharide,False,0.35212309743497855,0.00852235766039314,0.125,0.33465482731021834,0.0,1.0,0.9952860821662236,0.07673609609592336
carboxylic_acid_metabolite.m01,chromophore_pigment.m00,carboxylic_acid_metabolite,chromophore_pigment,False,0.14060776667752306,0.01058867771535969,0.16666666666666666,0.051726794488276086,0.34884217616665436,1.0,0.10634727078933028,0.07639808550019021
free_amino_acid.m00,free_amino_acid.m04,free_amino_acid,free_amino_acid,True,0.21596227376722646,0.10896946205819376,0.125,0.1374936581453781,0.5174186976843523,0.0,0.0,0.07635981962465194
mono_oligosaccharide.m00,mono_oligosaccharide.m01,mono_oligosaccharide,mono_oligosaccharide,True,0.289908876175933,0.013003951828648268,0.125,0.2663956416233646,0.6498254433738305,1.0,0.0,0.07596549654153044
free_amino_acid.m03,sterol_steroid.m01,free_amino_acid,sterol_steroid,False,0.17846920516496942,0.06211004851591044,0.0,0.13519621947401259,0.22799148985107243,1.0,0.5634287669142016,0.07570482719922263
free_amino_acid.m05,mono_oligosaccharide.m03,free_amino_acid,mono_oligosaccharide,False,0.3296876086750867,0.09500875432076145,0.0,0.15780754506028832,0.6524113457699796,0.0,0.47189823235401834,0.07526924867815551
fatty_acid.m04,free_amino_acid.m01,fatty_acid,free_amino_acid,False,0.23185840783560616,0.042093567099961704,0.0,0.1911313186327534,0.10820210782260117,1.0,1.0,0.07494140879267876
peptide_protein.m02,pyrimidine.m00,peptide_protein,pyrimidine,False,0.12436362334097688,0.01566303737351025,0.125,0.10115202921653815,0.26122707147375085,0.0,1.0,0.07492766167755598
carboxylic_acid_metabolite.m00,carboxylic_acid_metabolite.m01,carboxylic_acid_metabolite,carboxylic_acid_metabolite,True,0.32844343307844104,0.03769902167878483,0.125,0.06561476326267712,0.24981558605847035,1.0,0.0,0.07485543294523667
carboxylic_acid_metabolite.m01,fatty_acid.m02,carboxylic_acid_metabolite,fatty_acid,False,0.28129261850762466,0.049296935732433655,0.0,0.09766408870384943,0.1814846759818297,1.0,0.7314582584675368,0.07478247499647306
chromophore_pigment.m00,sulfur_thiol_cofactor.m00,chromophore_pigment,sulfur_thiol_cofactor,False,0.19376150890323945,0.003741177884112334,0.16666666666666666,0.18987640455192076,0.45170654772172797,1.0,0.06552050120459511,0.07462372315073285
peptide_protein.m01,sulfur_thiol_cofactor.m00,peptide_protein,sulfur_thiol_cofactor,False,0.4724312889080105,0.04491568336995565,0.0,0.4205689301024002,0.6060359627722057,0.0,0.3354152500578869,0.07453339974162643
peptide_protein.m09,purine.m00,peptide_protein,purine,False,0.33333825247001947,0.07671684510469373,0.0,0.2662636030158216,0.5340545602405186,0.0,0.3863667809648877,0.07431132857936859
mono_oligosaccharide.m05,pyrimidine.m00,mono_oligosaccharide,pyrimidine,False,0.1872249909515044,0.04572517633306577,0.0,0.10339564843627876,0.3034229527588162,1.0,1.0,0.07411255627283116
peptide_protein.m04,sterol_steroid.m02,peptide_protein,sterol_steroid,False,0.3390323245602318,0.06287603310968357,0.0,0.26378344068378157,0.3494401866318375,0.0,0.9138907658096111,0.07400879753943215
chromophore_pigment.m01,fatty_acid.m02,chromophore_pigment,fatty_acid,False,0.1349036659103767,0.018295780592469446,0.25,0.13120660316360513,0.0,1.0,1.0,0.07395658367067826
small_nitrogenous.m00,sterol_steroid.m00,small_nitrogenous,sterol_steroid,False,0.27296407138471623,0.047796244128916886,0.0,0.2508462023763906,0.16699770817417878,1.0,0.19270195873824172,0.07374631663253742
fatty_acid.m02,pyrimidine.m00,fatty_acid,pyrimidine,False,0.11858573080169932,0.03337042932098651,0.125,0.11146395111854907,0.0,1.0,1.0,0.07366371245751858
free_amino_acid.m00,peptide_protein.m00,free_amino_acid,peptide_protein,False,0.33640762911133226,0.0860501691209551,0.0,0.23911806756679657,0.15882270796881806,0.0,1.0,0.0734419530867313
peptide_protein.m05,polysaccharide.m00,peptide_protein,polysaccharide,False,0.4118246297143485,0.011692766546742759,0.125,0.38349540468085247,0.028771860650418528,0.0,0.18918687294634506,0.07338515305112672
chromophore_pigment.m00,sulfur_thiol_cofactor.m01,chromophore_pigment,sulfur_thiol_cofactor,False,0.17843115399963538,0.046679721235707405,0.0,0.17666037332307297,0.28814082817877884,1.0,0.44270555204170803,0.07331942472454439
fatty_acid.m03,mono_oligosaccharide.m04,fatty_acid,mono_oligosaccharide,False,0.344985298705904,0.015174717725092544,0.0,0.19728307067367118,0.4672613913600631,1.0,1.0,0.07312396558912133
peptide_protein.m02,phospholipid_sphingolipid.m00,peptide_protein,phospholipid_sphingolipid,False,0.2840752837175104,0.019321437131919597,0.125,0.23892249028093532,0.09099123520375893,0.0,0.0697892408595342,0.0730719011422233
peptide_protein.m09,sulfur_thiol_cofactor.m00,peptide_protein,sulfur_thiol_cofactor,False,0.4184285211602007,0.048435812335053056,0.0,0.35868139322376363,0.6066372590091755,0.0,0.3672416072529943,0.07304833577755626
peptide_protein.m03,peptide_protein.m09,peptide_protein,peptide_protein,True,0.2890306836902065,0.06662185923465495,0.125,0.16719338237887893,0.46806640544780964,0.0,0.0,0.07296978873108237
acylglycerol.m00,mono_oligosaccharide.m05,acylglycerol,mono_oligosaccharide,False,0.21745304882236755,0.017725069882758567,0.13333333333333333,0.12381759698984465,0.0,1.0,1.0,0.07282462473839488
acylglycerol.m00,chromophore_pigment.m01,acylglycerol,chromophore_pigment,False,0.19252226000449835,0.01481344466823613,0.13333333333333333,0.19634779295643245,0.0,1.0,1.0,0.0728207117189262
mono_oligosaccharide.m01,sulfur_thiol_cofactor.m01,mono_oligosaccharide,sulfur_thiol_cofactor,False,0.228483805460559,0.01853835600225465,0.0,0.21691648863781254,0.5308213608023855,1.0,1.0,0.07273234885282027
mono_oligosaccharide.m01,peptide_protein.m00,mono_oligosaccharide,peptide_protein,False,0.26070907706776225,0.006038592125179546,0.125,0.2476605294573018,0.12370766488413547,0.0,1.0,0.07266408964145361
acylglycerol.m00,peptide_protein.m09,acylglycerol,peptide_protein,False,0.1747888151305489,0.05957990521780083,0.26666666666666666,0.10662143630709958,0.0,0.0,1.0,0.07250194688941794
peptide_protein.m04,sulfur_thiol_cofactor.m01,peptide_protein,sulfur_thiol_cofactor,False,0.37450266770267754,0.0430097871819931,0.0,0.3245244073409564,0.4736029309084338,0.0,0.8498010634109107,0.07248415435329518
mono_oligosaccharide.m04,peptide_protein.m06,mono_oligosaccharide,peptide_protein,False,0.3470815925587603,0.06033465924013726,0.0,0.18789421783450447,0.43944076164190027,0.0,1.0,0.07221128587057818
peptide_protein.m05,phosphate_metabolite.m00,peptide_protein,phosphate_metabolite,False,0.4554379309452041,0.06082981076370225,0.0,0.39605682262803993,0.0771252782637982,0.0,1.0,0.07179567040494382
mono_oligosaccharide.m05,peptide_protein.m06,mono_oligosaccharide,peptide_protein,False,0.17288310950306424,0.05862198745416897,0.25,0.10930698847767177,0.0,0.0,1.0,0.07162321940142331
fatty_acid.m03,peptide_protein.m03,fatty_acid,peptide_protein,False,0.2721037596229465,0.01147471440292225,0.14285714285714285,0.1883325258748295,0.0,1.0,0.7653978655364693,0.07157233699055397
fatty_acid.m00,small_nitrogenous.m00,fatty_acid,small_nitrogenous,False,0.14146496200124603,0.02222842113004058,0.125,0.14101370433323104,0.0,1.0,1.0,0.07141388036128492
mono_oligosaccharide.m02,sterol_steroid.m00,mono_oligosaccharide,sterol_steroid,False,0.3254172958447669,0.02701134730695926,0.0,0.27717523803445704,0.12429910380574519,1.0,0.4543458786256307,0.07111698091748787
fatty_acid.m02,sterol_steroid.m02,fatty_acid,sterol_steroid,False,0.22544930414476433,0.04344373367948189,0.0,0.22278067570058088,0.13500414828688073,1.0,0.3681186733758575,0.07110607215276928
carboxylic_acid_metabolite.m00,mono_oligosaccharide.m04,carboxylic_acid_metabolite,mono_oligosaccharide,False,0.28751218592352284,0.04177727588172555,0.0,0.11135261630456604,0.2742945858695384,1.0,0.3474941871481385,0.07110298323706757
peptide_protein.m01,purine.m00,peptide_protein,purine,False,0.35306481181782035,0.0655806086166839,0.0,0.2508561716854886,0.49420800578295837,0.0,0.37505217562692017,0.07087264039767534
free_amino_acid.m02,peptide_protein.m06,free_amino_acid,peptide_protein,False,0.17482455139266853,0.07764453671747287,0.125,0.12454278376491135,0.0,0.0,1.0,0.07077542688587636
fatty_acid.m00,phospholipid_sphingolipid.m01,fatty_acid,phospholipid_sphingolipid,False,0.3147426308331913,0.023528504390983373,0.125,0.20282433829790164,0.0,1.0,0.09126640815875416,0.07065213703045524
chromophore_pigment.m00,fatty_acid.m02,chromophore_pigment,fatty_acid,False,0.132435960586825,0.019865072833668073,0.16666666666666666,0.12732167725160712,0.0,1.0,1.0,0.07045898630979043
nucleic_acid_polymer.m00,peptide_protein.m01,nucleic_acid_polymer,peptide_protein,False,0.441815252767099,0.03254742325151748,0.0,0.3520627126362079,0.5953867764114443,0.0,0.6450602477345144,0.07040609298761934
peptide_protein.m08,phospholipid_sphingolipid.m01,peptide_protein,phospholipid_sphingolipid,False,0.4734632827685551,0.049423449989090144,0.0,0.33358553234321275,0.2027666198444187,0.0,0.6278673477737984,0.07038952628955196
peptide_protein.m06,phospholipid_sphingolipid.m01,peptide_protein,phospholipid_sphingolipid,False,0.47274740025100603,0.04847788709577147,0.0,0.3075536793674593,0.22113736990397337,0.0,0.6721329776509332,0.07026056276662812
fatty_acid.m02,purine.m00,fatty_acid,purine,False,0.31688856094674217,0.018413223071225802,0.0,0.23815705493691355,0.21903447596047215,1.0,0.7868194092564519,0.07024768844786211
peptide_protein.m05,peptide_protein.m09,peptide_protein,peptide_protein,True,0.3024415031880118,0.08354645188559627,0.125,0.20039550239209047,0.12335280153116966,0.0,0.0,0.07007205907445102
acylglycerol.m01,mono_oligosaccharide.m05,acylglycerol,mono_oligosaccharide,False,0.09968882214642252,0.04174200587667826,0.13333333333333333,0.06434253869844986,0.0,1.0,0.9959889389815914,0.069938065029938
nucleic_acid_polymer.m00,peptide_protein.m02,nucleic_acid_polymer,peptide_protein,False,0.27794745391128994,0.0678318466077572,0.0,0.2327837627493437,0.36358214840188274,0.0,0.7320614720450314,0.06985682819514435
peptide_protein.m01,sterol_steroid.m00,peptide_protein,sterol_steroid,False,0.2114477042035481,0.057712403010614206,0.25,0.20408644867706618,0.0,0.0,0.19944187550010936,0.06942288310522901
free_amino_acid.m02,mono_oligosaccharide.m05,free_amino_acid,mono_oligosaccharide,False,0.17312461487705796,0.03702159129343409,0.0,0.0735340138727338,0.5175829862736884,1.0,1.0,0.06936761689186519
acylglycerol.m00,polysaccharide.m01,acylglycerol,polysaccharide,False,0.3055169732478372,0.019493262625470017,0.0,0.28807698215383565,0.10403903496882624,1.0,1.0,0.06920287181259496
chromophore_pigment.m00,phospholipid_sphingolipid.m01,chromophore_pigment,phospholipid_sphingolipid,False,0.275627011208415,0.028728587386131457,0.0,0.2032275749879105,0.5958204982872916,1.0,0.12984261345218337,0.06881665949469008
free_amino_acid.m01,free_amino_acid.m02,free_amino_acid,free_amino_acid,True,0.18346889128186117,0.022608243970699913,0.125,0.13202079215843715,0.4319360588810304,1.0,0.0,0.0687787048184941
free_amino_acid.m04,pyrimidine.m00,free_amino_acid,pyrimidine,False,0.12107525460410425,0.011642441802899495,0.125,0.0782173372229898,0.4568553521115191,0.0,0.7837754648564194,0.0687149272867311
peptide_protein.m00,polysaccharide.m01,peptide_protein,polysaccharide,False,0.3169475736214829,0.0047787386190894805,0.125,0.2905935445379977,0.06687367028923007,0.0,1.0,0.06864054414808232
acylglycerol.m02,free_amino_acid.m01,acylglycerol,free_amino_acid,False,0.23102156957647074,0.0300673825163993,0.0,0.19146117364959567,0.10384188866162301,1.0,1.0,0.06858099426238375
mono_oligosaccharide.m02,mono_oligosaccharide.m03,mono_oligosaccharide,mono_oligosaccharide,True,0.4581510494280512,0.09563194184314783,0.0,0.30803768682899924,0.7146504349540402,1.0,0.0,0.06855709787827927
free_amino_acid.m00,sterol_steroid.m00,free_amino_acid,sterol_steroid,False,0.4211402056192837,0.017720128121615747,0.0,0.2709419257121422,0.1342287061452147,1.0,0.5066888105826773,0.06842143196557471
mono_oligosaccharide.m05,sterol_steroid.m00,mono_oligosaccharide,sterol_steroid,False,0.17933188532288513,0.028720600538148445,0.125,0.11868827528802048,0.0,1.0,0.2658494787939574,0.06814612069758413
mono_oligosaccharide.m05,peptide_protein.m00,mono_oligosaccharide,peptide_protein,False,0.18223156469877172,0.06852862057713927,0.125,0.10916349206249783,0.0,0.0,1.0,0.0678173527777279
peptide_protein.m03,pyrimidine.m00,peptide_protein,pyrimidine,False,0.2060120981564753,0.03450573463457857,0.0,0.13284987166508178,0.36473216852723495,1.0,0.38676999859950617,0.06771707959559042
fatty_acid.m02,peptide_protein.m09,fatty_acid,peptide_protein,False,0.14309530112890176,0.09632629007403055,0.125,0.08129763635102888,0.0,0.0,1.0,0.06731463153847432
fatty_acid.m01,peptide_protein.m09,fatty_acid,peptide_protein,False,0.1945942494653685,0.013381046949817071,0.13333333333333333,0.18050553080286028,0.02036028487641391,0.0,1.0,0.06722662311362088
free_amino_acid.m06,polysaccharide.m00,free_amino_acid,polysaccharide,False,0.46033895150783827,0.009311296774855886,0.0,0.3375618857933419,0.2807182697125772,1.0,0.5858714141657733,0.0669465801007475
acylglycerol.m02,free_amino_acid.m00,acylglycerol,free_amino_acid,False,0.23850072005105688,0.0046009787959156384,0.125,0.13090197629592323,0.01055225609305306,1.0,1.0,0.06693040632751415
mono_oligosaccharide.m01,peptide_protein.m05,mono_oligosaccharide,peptide_protein,False,0.2147764829015573,0.004661824010517272,0.25,0.2179982692966338,0.12225863952619172,0.0,0.5231779845541951,0.06677104510918175
peptide_protein.m09,sterol_steroid.m00,peptide_protein,sterol_steroid,False,0.20104910646373736,0.06999597124794672,0.25,0.11803070302533238,0.0,0.0,0.20337894807881202,0.06656555242313107
acylglycerol.m00,peptide_protein.m05,acylglycerol,peptide_protein,False,0.6503937065298617,0.009535464003377401,0.0,0.6847481804153709,0.8009742313347628,0.0,1.0,0.06655216856132565
chromophore_pigment.m00,peptide_protein.m05,chromophore_pigment,peptide_protein,False,0.13911684132277094,0.07730854484158574,0.16666666666666666,0.11352935855159667,0.0,0.0,0.6347832206003655,0.06645671962797972
fatty_acid.m01,free_amino_acid.m02,fatty_acid,free_amino_acid,False,0.11956124438769934,0.015926615121735967,0.26666666666666666,0.09496947888970306,0.0,1.0,0.9008749518120548,0.06638169321247046
free_amino_acid.m05,phosphate_metabolite.m00,free_amino_acid,phosphate_metabolite,False,0.41695885092654855,0.037330070455545906,0.0,0.23889642834122876,0.6836196062002514,0.0,0.44144383957300254,0.06633363357162643
peptide_protein.m04,phospholipid_sphingolipid.m00,peptide_protein,phospholipid_sphingolipid,False,0.6411964715449688,0.0140100593006759,0.0,0.4726188963576474,0.8176659520113032,0.0,0.6200866994345182,0.06602185362604139
carboxylic_acid_metabolite.m01,peptide_protein.m02,carboxylic_acid_metabolite,peptide_protein,False,0.3432390558366433,0.09841130764711208,0.0,0.08335892960986009,0.5297994857767154,0.0,0.3431270767802296,0.06599029382059497
fatty_acid.m04,pyrimidine.m00,fatty_acid,pyrimidine,False,0.10830043865338164,0.02348999338092184,0.125,0.10339812800243857,0.0,1.0,1.0,0.06551793036158966
carboxylic_acid_metabolite.m00,mono_oligosaccharide.m02,carboxylic_acid_metabolite,mono_oligosaccharide,False,0.23802783789179022,0.005565231650410864,0.125,0.1452242858363211,0.008810797046091164,1.0,0.5097252891918,0.06542954333517242
free_amino_acid.m06,peptide_protein.m09,free_amino_acid,peptide_protein,False,0.3022722963999638,0.026490763782128324,0.125,0.195757624081413,0.0023739701159055998,0.0,0.4789528635800954,0.06542208727014456
free_amino_acid.m04,mono_oligosaccharide.m00,free_amino_acid,mono_oligosaccharide,False,0.21388464718805247,0.09143317573845905,0.0,0.16372271894271503,0.34790901697922577,0.0,0.534537084940456,0.06536910942129898
fatty_acid.m01,peptide_protein.m02,fatty_acid,peptide_protein,False,0.13444754339389198,0.01732593326419767,0.13333333333333333,0.11561161199192552,0.040147202576045087,0.0,0.8191618962479362,0.0653549167473487
free_amino_acid.m02,polysaccharide.m01,free_amino_acid,polysaccharide,False,0.17865854951759166,0.02378302874162984,0.0,0.14294932494347512,0.2859656472559699,1.0,1.0,0.0650699171456591
peptide_protein.m00,purine.m01,peptide_protein,purine,False,0.27342810330214734,0.0597200027208647,0.0,0.24171181904445152,0.16986947271577255,0.0,1.0,0.0648492266848762
mono_oligosaccharide.m05,peptide_protein.m09,mono_oligosaccharide,peptide_protein,False,0.22376076644856677,0.06845451056355141,0.0,0.1409253931630913,0.40488758553274684,0.0,1.0,0.06484688812275849
peptide_protein.m09,phospholipid_sphingolipid.m00,peptide_protein,phospholipid_sphingolipid,False,0.16966426295744508,0.058262448186389815,0.375,0.09395445664356343,0.0,0.0,0.2606451848595858,0.06470122837340375
peptide_protein.m09,sulfur_thiol_cofactor.m01,peptide_protein,sulfur_thiol_cofactor,False,0.22952865074225193,0.0457263167031497,0.0,0.2136479811626163,0.5483575248281131,0.0,1.0,0.06465023911377811
free_amino_acid.m06,small_nitrogenous.m00,free_amino_acid,small_nitrogenous,False,0.23050823290615535,0.03803662611987797,0.0,0.16918019747564245,0.13585187740785465,1.0,0.27848677852064263,0.06451002897036326
fatty_acid.m02,sulfur_thiol_cofactor.m00,fatty_acid,sulfur_thiol_cofactor,False,0.34402463180590986,0.013124973324698103,0.0,0.3281074899625223,0.15803740851179182,1.0,0.568619031976289,0.06450643870799608
peptide_protein.m00,phosphate_metabolite.m00,peptide_protein,phosphate_metabolite,False,0.40574367433792996,0.053407115578817464,0.0,0.37457349528945144,0.04938679284030328,0.0,1.0,0.06440829033115157
fatty_acid.m01,mono_oligosaccharide.m05,fatty_acid,mono_oligosaccharide,False,0.09168699079515277,0.034183735914075496,0.13333333333333333,0.05697768238814236,0.0,1.0,1.0,0.06427068852861728
free_amino_acid.m03,free_amino_acid.m05,free_amino_acid,free_amino_acid,True,0.23346468022712,0.0843621384266008,0.125,0.08256707745862345,0.32061082497515137,0.0,0.0,0.06424457928895261
free_amino_acid.m01,peptide_protein.m06,free_amino_acid,peptide_protein,False,0.264798365418898,0.0031381039778642732,0.125,0.20775619793124847,0.22962451842907255,0.0,1.0,0.0641241052771421
free_amino_acid.m05,peptide_protein.m08,free_amino_acid,peptide_protein,False,0.25200952400710686,0.10599428439473697,0.0,0.14862146624465694,0.0843671192817303,0.0,1.0,0.06383128036751037
peptide_protein.m01,sulfur_thiol_cofactor.m01,peptide_protein,sulfur_thiol_cofactor,False,0.20290707934194335,0.06968179898789936,0.0,0.1479410168225471,0.3614989690891019,0.0,1.0,0.06361554830690555
mono_oligosaccharide.m05,peptide_protein.m01,mono_oligosaccharide,peptide_protein,False,0.27720981239761094,0.043628983096651315,0.0,0.14982186025164987,0.6007590132827325,0.0,1.0,0.06349094625279998
fatty_acid.m01,mono_oligosaccharide.m02,fatty_acid,mono_oligosaccharide,False,0.12123342757720736,0.010467951845812352,0.26666666666666666,0.12196990235185044,0.0,1.0,1.0,0.06288153244747915
mono_oligosaccharide.m01,peptide_protein.m06,mono_oligosaccharide,peptide_protein,False,0.2779820301444652,0.002787137057331273,0.125,0.24192868165593473,0.17823176191297632,0.0,1.0,0.06270194917704351
free_amino_acid.m05,peptide_protein.m09,free_amino_acid,peptide_protein,False,0.24818558368165847,0.046114215193738164,0.0,0.1525369046956995,0.5576332585820253,0.0,1.0,0.06266934013740716
mono_oligosaccharide.m01,peptide_protein.m08,mono_oligosaccharide,peptide_protein,False,0.21788835561040512,0.005581042194459004,0.125,0.2078339022404937,0.09409628954220986,0.0,0.663993794503973,0.06253069322751299
free_amino_acid.m02,peptide_protein.m05,free_amino_acid,peptide_protein,False,0.24068931538320187,0.03216024004454451,0.125,0.15467019613134397,0.0,0.0,1.0,0.06252715665529879
free_amino_acid.m01,free_amino_acid.m04,free_amino_acid,free_amino_acid,True,0.19630057868677012,0.048327518842640194,0.125,0.15941773792271072,0.5187888645194149,0.0,0.0,0.06252432380265696
carboxylic_acid_metabolite.m00,peptide_protein.m01,carboxylic_acid_metabolite,peptide_protein,False,0.2384001526216371,0.04996123531984282,0.125,0.13603730393499883,0.0,0.0,0.37762011801769413,0.06200265897809102
mono_oligosaccharide.m01,pyrimidine.m00,mono_oligosaccharide,pyrimidine,False,0.15854117653431016,0.019557515726875925,0.0,0.160288487005544,0.3047799765067318,1.0,1.0,0.06194279958209153
peptide_protein.m00,peptide_protein.m02,peptide_protein,peptide_protein,True,0.24215239344548167,0.05686691952284134,0.125,0.19622632311893137,0.15024027206190396,0.0,0.0,0.0618958322750482
peptide_protein.m04,phospholipid_sphingolipid.m01,peptide_protein,phospholipid_sphingolipid,False,0.4608284938831851,0.0439144951620702,0.0,0.26219212883260967,0.20141616764007655,0.0,0.3386818174496275,0.06159442523542232
free_amino_acid.m04,nucleic_acid_polymer.m00,free_amino_acid,nucleic_acid_polymer,False,0.22740039804744447,0.05014303364281928,0.0,0.19805473895236275,0.5561678043651479,0.0,0.5434788141500383,0.061513087728421845
peptide_protein.m01,sterol_steroid.m01,peptide_protein,sterol_steroid,False,0.3278906736036202,0.03104986193778667,0.0,0.2443725212776182,0.41145255756261445,0.0,0.844244964564816,0.06143946299169101
fatty_acid.m04,free_amino_acid.m05,fatty_acid,free_amino_acid,False,0.18588195431667418,0.04754541866118385,0.125,0.0956030797558722,0.0,0.0,1.0,0.06091607312513758
peptide_protein.m03,peptide_protein.m04,peptide_protein,peptide_protein,True,0.4099043524531674,0.019858566348612,0.25,0.25520746292518026,0.14780880093973076,0.0,0.0,0.06091419583807727
free_amino_acid.m01,nucleic_acid_polymer.m00,free_amino_acid,nucleic_acid_polymer,False,0.31002251001435394,0.0069592421640552885,0.0,0.27127941776780584,0.5226069313355841,1.0,0.7119076166275792,0.06039368647716727
free_amino_acid.m02,peptide_protein.m04,free_amino_acid,peptide_protein,False,0.1519309844094615,0.05497103971073325,0.125,0.09197588812661624,0.0,0.0,1.0,0.06031847578602655
mono_oligosaccharide.m01,phospholipid_sphingolipid.m00,mono_oligosaccharide,phospholipid_sphingolipid,False,0.25265756324694894,0.003794207837158379,0.125,0.230897935307081,0.015977065312928692,1.0,0.14304624986421613,0.06028837774896498
chromophore_pigment.m01,peptide_protein.m05,chromophore_pigment,peptide_protein,False,0.4252338774408948,0.024666326981251038,0.0,0.39816141543273637,0.24600080501408778,0.0,0.5639182526370317,0.059975770519015384
acylglycerol.m00,pyrimidine.m00,acylglycerol,pyrimidine,False,0.1375911707426744,0.011351161609462292,0.13333333333333333,0.13131218121821261,0.0,1.0,1.0,0.05997423992836516
chromophore_pigment.m00,free_amino_acid.m00,chromophore_pigment,free_amino_acid,False,0.17858480037061267,0.02525146282904342,0.0,0.16382316528738644,0.5067103674314302,1.0,0.17369590245576105,0.05991723549104697
fatty_acid.m00,peptide_protein.m05,fatty_acid,peptide_protein,False,0.3541763120709424,0.014489617080742704,0.0,0.38218741910940834,0.6505975997437099,0.0,1.0,0.05871929505606283
acylglycerol.m01,free_amino_acid.m01,acylglycerol,free_amino_acid,False,0.16315244654259417,0.008143786334164044,0.13333333333333333,0.15169991147273457,0.0,1.0,1.0,0.05835981686458826
