lsm_a,lsm_b,class_a,class_b,same_class,spectral_cosine,band_overlap,peak_agreement,bootstrap_cooccurrence,activation_cooccurrence,provenance_overlap,substitutability,edge_weight
fatty_acid.m01,phospholipid_sphingolipid.m01,fatty_acid,phospholipid_sphingolipid,False,0.32993433457685734,0.22583036784310656,0.26666666666666666,0.2377242669013574,0.1140704962336841,1.0,0.1912407288141574,0.24906505455610092
free_amino_acid.m02,purine.m00,free_amino_acid,purine,False,0.4054006860113751,0.1286033814416947,0.125,0.268358523912708,0.612075211316198,1.0,0.24424592439814047,0.24842598223080273
acylglycerol.m00,mono_oligosaccharide.m02,acylglycerol,mono_oligosaccharide,False,0.33800284083120763,0.06351335046488048,0.4,0.307364510217164,0.17653958944281528,1.0,1.0,0.24810847187945803
fatty_acid.m04,mono_oligosaccharide.m00,fatty_acid,mono_oligosaccharide,False,0.27145996636181097,0.19562310023385868,0.25,0.25061573537762794,0.04426098885301922,1.0,1.0,0.2475942504299642
fatty_acid.m04,mono_oligosaccharide.m04,fatty_acid,mono_oligosaccharide,False,0.3975817732424773,0.07810471677840097,0.125,0.25777827182249574,0.5358157339182007,1.0,1.0,0.24670593821938985
free_amino_acid.m00,purine.m01,free_amino_acid,purine,False,0.36479028633435495,0.04648038512427116,0.375,0.3114463639372694,0.8043060039264974,1.0,0.4165812467098303,0.24651898165581967
free_amino_acid.m00,mono_oligosaccharide.m05,free_amino_acid,mono_oligosaccharide,False,0.33266700571445545,0.11292866384596296,0.25,0.15339950073978492,0.5628707788100578,1.0,0.41201630547259294,0.24643358621234326
fatty_acid.m01,peptide_protein.m07,fatty_acid,peptide_protein,False,0.44591723984462917,0.030829476451895522,0.26666666666666666,0.40557142762495013,0.686517656916139,1.0,1.0,0.2459591444689943
free_amino_acid.m01,peptide_protein.m03,free_amino_acid,peptide_protein,False,0.4420973792992208,0.06797957046960326,0.125,0.3187159739199884,0.7784174080189262,1.0,0.5491454413005696,0.24566046010724432
mono_oligosaccharide.m03,purine.m01,mono_oligosaccharide,purine,False,0.29404452562880246,0.13092674561689482,0.125,0.16200138015351728,0.6382365262820671,1.0,0.8081731048192531,0.2455571741437159
free_amino_acid.m00,phosphate_metabolite.m00,free_amino_acid,phosphate_metabolite,False,0.5702431061482718,0.028075819100603066,0.25,0.4708145399044299,0.7316937332117599,1.0,0.6274400256241851,0.2455295423810149
free_amino_acid.m02,mono_oligosaccharide.m00,free_amino_acid,mono_oligosaccharide,False,0.29204514082951105,0.07670360085493781,0.25,0.2034283470620114,0.49751020642861254,1.0,1.0,0.2454295529710903
free_amino_acid.m03,mono_oligosaccharide.m03,free_amino_acid,mono_oligosaccharide,False,0.4241810316627254,0.09323916368128218,0.125,0.20475715306355466,0.5795920714326787,1.0,0.6919232752518311,0.24516035585096424
carboxylic_acid_metabolite.m01,mono_oligosaccharide.m01,carboxylic_acid_metabolite,mono_oligosaccharide,False,0.4012011951217561,0.1500805261786914,0.125,0.1266669329287185,0.6115494878303228,1.0,0.4496909418006765,0.24469443605974675
phosphate_metabolite.m00,sterol_steroid.m01,phosphate_metabolite,sterol_steroid,False,0.35924038815291653,0.10860948534835532,0.125,0.3534979698465233,0.3856921067547254,1.0,0.4222104966258268,0.24435176963362493
sterol_steroid.m01,sulfur_thiol_cofactor.m01,sterol_steroid,sulfur_thiol_cofactor,False,0.305745701556779,0.0854903992304215,0.125,0.3137613849736241,0.6460205196448081,1.0,0.7555802808373668,0.244303971480793
peptide_protein.m05,sulfur_thiol_cofactor.m00,peptide_protein,sulfur_thiol_cofactor,False,0.5909333711674871,0.1007563761168827,0.25,0.5267781053602096,0.43767958796421796,0.0,1.0,0.24388024685654572
chromophore_pigment.m01,free_amino_acid.m00,chromophore_pigment,free_amino_acid,False,0.5098662684300849,0.0477230915010951,0.125,0.37764390396720965,0.6905821566163123,1.0,0.7903980243223996,0.24320830006662336
free_amino_acid.m03,mono_oligosaccharide.m05,free_amino_acid,mono_oligosaccharide,False,0.5040490760164651,0.05486442449858636,0.25,0.16721003495373576,0.5847211611917495,1.0,0.8043224219470794,0.24307232902110637
fatty_acid.m02,peptide_protein.m08,fatty_acid,peptide_protein,False,0.4521555982631336,0.17233174217921432,0.125,0.4393125578309427,0.6871123816095354,0.0,1.0,0.24255164488084663
nucleic_acid_polymer.m00,phospholipid_sphingolipid.m01,nucleic_acid_polymer,phospholipid_sphingolipid,False,0.5765402275513118,0.04808737086243381,0.125,0.42826153174176984,0.6594428973935615,1.0,0.5108486681055571,0.24250097506463805
carboxylic_acid_metabolite.m01,free_amino_acid.m06,carboxylic_acid_metabolite,free_amino_acid,False,0.4952926365920151,0.12849191467997476,0.125,0.10543596297291297,0.41419289123273945,1.0,0.7352883483453518,0.2412915838905248
free_amino_acid.m03,peptide_protein.m07,free_amino_acid,peptide_protein,False,0.3128437744748832,0.11353540553289419,0.125,0.20084548919008863,0.3871345605690957,1.0,1.0,0.24076887358608215
fatty_acid.m00,polysaccharide.m01,fatty_acid,polysaccharide,False,0.34111456240027715,0.09682572797096652,0.125,0.31885844783093525,0.2422287390029326,1.0,1.0,0.2407556582200608
peptide_protein.m07,polysaccharide.m00,peptide_protein,polysaccharide,False,0.47128575191847055,0.07094345045713588,0.25,0.42898023045002537,0.24170958706063073,1.0,0.2543426531079273,0.24033268546109726
carboxylic_acid_metabolite.m01,peptide_protein.m05,carboxylic_acid_metabolite,peptide_protein,False,0.5335729321125195,0.2099011735989028,0.25,0.16188822598147945,0.42867328749681693,0.0,1.0,0.24000948648619158
mono_oligosaccharide.m02,sulfur_thiol_cofactor.m00,mono_oligosaccharide,sulfur_thiol_cofactor,False,0.48280774223808665,0.05280251684547486,0.125,0.45318051979222457,0.5657786868413055,1.0,0.5424526778531328,0.23938477859738896
carboxylic_acid_metabolite.m00,fatty_acid.m00,carboxylic_acid_metabolite,fatty_acid,False,0.3542652836101286,0.0673114073846527,0.25,0.2108267752772718,0.4028241208506863,1.0,0.852534624855595,0.23919412173253213
fatty_acid.m02,sulfur_thiol_cofactor.m01,fatty_acid,sulfur_thiol_cofactor,False,0.24459278417356917,0.09711946038116133,0.25,0.2309185698815659,0.24150258343806733,1.0,1.0,0.23824143788505045
fatty_acid.m03,peptide_protein.m05,fatty_acid,peptide_protein,False,0.6596552389614497,0.05097980557663882,0.2857142857142857,0.687551644417257,0.8336413744383384,0.0,1.0,0.23812032416715206
mono_oligosaccharide.m01,purine.m01,mono_oligosaccharide,purine,False,0.20009365834896198,0.10408529872967143,0.25,0.1726579535716744,0.4548214593755391,1.0,1.0,0.23749096795379143
chromophore_pigment.m01,sterol_steroid.m01,chromophore_pigment,sterol_steroid,False,0.4556152165969632,0.045858579627356476,0.125,0.45346130526429734,0.6553783976933882,1.0,0.685812050024921,0.23733514510447284
carboxylic_acid_metabolite.m01,peptide_protein.m08,carboxylic_acid_metabolite,peptide_protein,False,0.47927734884712775,0.22595233057707612,0.25,0.15684991173557578,0.4077199208129,0.0,1.0,0.23695802605820251
free_amino_acid.m02,polysaccharide.m00,free_amino_acid,polysaccharide,False,0.27890647263553947,0.07834280656998352,0.25,0.2187371185950442,0.5645596655084322,1.0,0.5591366000373266,0.23615310014885835
peptide_protein.m05,sulfur_thiol_cofactor.m01,peptide_protein,sulfur_thiol_cofactor,False,0.3281676884157162,0.18286123517432495,0.25,0.29902768858890705,0.5706021998242112,0.0,0.9267178972732825,0.23557293178658378
fatty_acid.m02,mono_oligosaccharide.m04,fatty_acid,mono_oligosaccharide,False,0.3828190098376709,0.06964389120059382,0.125,0.23697834344464622,0.5492841124719683,1.0,1.0,0.23552768359319862
mono_oligosaccharide.m01,polysaccharide.m01,mono_oligosaccharide,polysaccharide,False,0.32398858337679104,0.09552429737486258,0.125,0.31207777589520946,0.550769281319566,1.0,0.4130598124884286,0.2352386064542063
sterol_steroid.m01,sterol_steroid.m02,sterol_steroid,sterol_steroid,True,0.42753987966041074,0.2820488849440842,0.5,0.4420713749458274,0.6302061000353222,1.0,0.0,0.2346356740284884
free_amino_acid.m01,peptide_protein.m04,free_amino_acid,peptide_protein,False,0.46196081440166925,0.228297364280762,0.125,0.332387011278975,0.35059020675718966,0.0,1.0,0.23431998923433928
carboxylic_acid_metabolite.m01,sterol_steroid.m01,carboxylic_acid_metabolite,sterol_steroid,False,0.37116859607348546,0.16238074155235108,0.125,0.11754366341345801,0.5471582181259601,1.0,0.34954390980326994,0.23430185491023248
fatty_acid.m03,peptide_protein.m00,fatty_acid,peptide_protein,False,0.5982253363565079,0.058731022781663124,0.2857142857142857,0.5559204095129383,0.8228870433804022,0.0,1.0,0.23402678157279694
carboxylic_acid_metabolite.m01,fatty_acid.m00,carboxylic_acid_metabolite,fatty_acid,False,0.35481729271722695,0.24328325659573688,0.125,0.09886192812006807,0.1646779532927541,1.0,0.5765612145771833,0.23338232529395844
peptide_protein.m09,sterol_steroid.m01,peptide_protein,sterol_steroid,False,0.47428723131259837,0.14612677680067912,0.125,0.44435316659188356,0.6136918110352646,0.0,1.0,0.23274561874527616
peptide_protein.m08,purine.m01,peptide_protein,purine,False,0.4077049149614057,0.16115521221331683,0.25,0.32915686081024986,0.34449181432103637,0.0,1.0,0.23168590162952832
chromophore_pigment.m01,peptide_protein.m01,chromophore_pigment,peptide_protein,False,0.6433660156457529,0.07739056981304622,0.25,0.44758700466400264,0.765119889598068,0.0,0.7080155282495239,0.23150665684908292
mono_oligosaccharide.m05,sulfur_thiol_cofactor.m01,mono_oligosaccharide,sulfur_thiol_cofactor,False,0.24618464008021607,0.17375325021000654,0.125,0.12973821444598455,0.2843621906240502,1.0,0.9827066505543781,0.2313991125179865
peptide_protein.m08,purine.m00,peptide_protein,purine,False,0.4878656786091963,0.10701788012202174,0.25,0.3984431580149826,0.4931959880726485,0.0,1.0,0.23124483972438092
free_amino_acid.m04,sterol_steroid.m01,free_amino_acid,sterol_steroid,False,0.28895102062575956,0.24702537779997064,0.25,0.2544696055892925,0.569146602922694,0.0,0.5930763954272137,0.2310575197388965
carboxylic_acid_metabolite.m01,fatty_acid.m03,carboxylic_acid_metabolite,fatty_acid,False,0.31167815989918535,0.0982143988942529,0.42857142857142855,0.1145815687975967,0.15831998488544982,1.0,0.8534593456436123,0.23095513336742
carboxylic_acid_metabolite.m00,nucleic_acid_polymer.m00,carboxylic_acid_metabolite,nucleic_acid_polymer,False,0.39134675095558824,0.12609876610425313,0.125,0.2562516220495364,0.17202165323607452,1.0,0.503714106102933,0.2308358586641892
mono_oligosaccharide.m00,peptide_protein.m07,mono_oligosaccharide,peptide_protein,False,0.3138659014317049,0.09249933248413793,0.125,0.2787487724377983,0.2524507750314202,1.0,1.0,0.23036664331987736
acylglycerol.m01,sterol_steroid.m01,acylglycerol,sterol_steroid,False,0.28217340317150386,0.09210596193516704,0.13333333333333333,0.2775556329683833,0.3749049179789218,1.0,0.7659763573789613,0.23026722034929925
purine.m01,sulfur_thiol_cofactor.m01,purine,sulfur_thiol_cofactor,False,0.2425081748404294,0.11675697043885934,0.125,0.24821561237361062,0.6339453083286101,1.0,0.4405450212221383,0.23021364231858235
chromophore_pigment.m01,peptide_protein.m08,chromophore_pigment,peptide_protein,False,0.49820728263286257,0.19780185114738927,0.125,0.47482542312595,0.3167040423207407,0.0,0.6634652148706931,0.23004000864111634
acylglycerol.m01,small_nitrogenous.m00,acylglycerol,small_nitrogenous,False,0.2698539872384267,0.1088959009381464,0.13333333333333333,0.26315265300570856,0.29267519324445324,1.0,0.752156711328602,0.22988998357314816
peptide_protein.m05,phospholipid_sphingolipid.m01,peptide_protein,phospholipid_sphingolipid,False,0.5226490203390449,0.18928222061420183,0.25,0.3392910253571939,0.19226857898584654,0.0,0.6329870800724178,0.2294703917576477
fatty_acid.m04,sterol_steroid.m01,fatty_acid,sterol_steroid,False,0.2643317662159472,0.14611649900142093,0.125,0.2688887165738772,0.11972530947863018,1.0,0.9558870139550386,0.2293170402079323
free_amino_acid.m01,mono_oligosaccharide.m01,free_amino_acid,mono_oligosaccharide,False,0.5967576469731354,0.017373439557903592,0.25,0.5457581345955871,0.8411033621659808,1.0,0.6627610592297856,0.22908292499815702
nucleic_acid_polymer.m00,sterol_steroid.m01,nucleic_acid_polymer,sterol_steroid,False,0.29519447189712905,0.081299929505907,0.125,0.30766418094313075,0.5163113925922275,1.0,0.6198148071690536,0.2289863498995328
peptide_protein.m06,sterol_steroid.m01,peptide_protein,sterol_steroid,False,0.3092340080935037,0.1897239420777282,0.25,0.2746124369732486,0.5124506107428309,0.0,0.9026148953394085,0.22887716615762
carboxylic_acid_metabolite.m00,free_amino_acid.m06,carboxylic_acid_metabolite,free_amino_acid,False,0.4383316669231091,0.07025546747822461,0.125,0.2147673061994724,0.5184898592868233,1.0,0.67863298009987,0.22855980226871084
peptide_protein.m08,phospholipid_sphingolipid.m00,peptide_protein,phospholipid_sphingolipid,False,0.6636375352025989,0.04173624995707315,0.375,0.602971331942162,0.7845388008575866,0.0,0.9303089668024852,0.22855351125940532
fatty_acid.m01,small_nitrogenous.m00,fatty_acid,small_nitrogenous,False,0.2645982524989097,0.09069894071971374,0.13333333333333333,0.26286692555515123,0.4073749147752943,1.0,0.806708512695941,0.22766184056884226
fatty_acid.m00,mono_oligosaccharide.m02,fatty_acid,mono_oligosaccharide,False,0.37846938577412337,0.03295919331798223,0.375,0.3346486462417102,0.29778785414459047,1.0,1.0,0.22765859096052604
free_amino_acid.m06,mono_oligosaccharide.m02,free_amino_acid,mono_oligosaccharide,False,0.4259240006607977,0.038334887340522525,0.375,0.2923293002920627,0.4619778703270165,1.0,0.42718547015719166,0.22765347144417966
free_amino_acid.m00,sterol_steroid.m01,free_amino_acid,sterol_steroid,False,0.2912624937554814,0.07470400062721816,0.25,0.2748454844189244,0.368859097891356,1.0,0.43294985605255415,0.22755007339716565
free_amino_acid.m02,mono_oligosaccharide.m02,free_amino_acid,mono_oligosaccharide,False,0.26748416003556924,0.0665548088344193,0.25,0.22235790856414805,0.3973270246515029,1.0,0.8727492656035756,0.22751347402514363
polysaccharide.m01,sulfur_thiol_cofactor.m01,polysaccharide,sulfur_thiol_cofactor,False,0.2518430355601543,0.06960178334166245,0.25,0.23677901268933377,0.3143678585803823,1.0,1.0,0.2272308937619658
peptide_protein.m05,purine.m00,peptide_protein,purine,False,0.5543310349555842,0.08526499228557491,0.25,0.4246219283619179,0.5067925117260982,0.0,1.0,0.22689290260049047
fatty_acid.m00,peptide_protein.m07,fatty_acid,peptide_protein,False,0.3194077124513788,0.07099943096829481,0.125,0.29520315453893736,0.36605304878549666,1.0,1.0,0.22651233164893853
phospholipid_sphingolipid.m01,sulfur_thiol_cofactor.m01,phospholipid_sphingolipid,sulfur_thiol_cofactor,False,0.4606810578753839,0.06592791330959806,0.125,0.33975775228900273,0.6349343256364129,1.0,0.2675664934889121,0.22629521199154531
free_amino_acid.m03,peptide_protein.m05,free_amino_acid,peptide_protein,False,0.38757075037853755,0.14807500553627553,0.375,0.21145455949063666,0.39344981394317263,0.0,1.0,0.22629075990713515
fatty_acid.m04,peptide_protein.m04,fatty_acid,peptide_protein,False,0.5781297387085587,0.09826014039097657,0.125,0.44805323891751775,0.8293600138002415,0.0,1.0,0.2262609787475267
acylglycerol.m00,sterol_steroid.m01,acylglycerol,sterol_steroid,False,0.23526613981028047,0.17510279511692473,0.13333333333333333,0.24471462703041455,0.11529608911013087,1.0,0.7187625146041076,0.2259513572253478
carboxylic_acid_metabolite.m01,peptide_protein.m06,carboxylic_acid_metabolite,peptide_protein,False,0.5333455546030357,0.16774163621757124,0.25,0.14523450564573478,0.47939574656842215,0.0,1.0,0.22575264389163788
phosphate_metabolite.m00,purine.m01,phosphate_metabolite,purine,False,0.32476253659531973,0.07851085784428623,0.125,0.2984150191202144,0.6652587134560569,1.0,0.38842653248511144,0.22544217468350683
free_amino_acid.m06,peptide_protein.m08,free_amino_acid,peptide_protein,False,0.47196431278680584,0.137630254152197,0.125,0.3868094879748346,0.625326728932042,0.0,1.0,0.22476675680218117
peptide_protein.m02,purine.m00,peptide_protein,purine,False,0.41327996132324096,0.12955261718214475,0.375,0.28478679729748474,0.583620427643198,0.0,0.4818094922343364,0.2241525422825425
carboxylic_acid_metabolite.m01,purine.m01,carboxylic_acid_metabolite,purine,False,0.26737468675763965,0.16059036296674034,0.25,0.0810818049083453,0.5555533650410311,1.0,0.2610159966076731,0.2233689130231267
free_amino_acid.m03,mono_oligosaccharide.m01,free_amino_acid,mono_oligosaccharide,False,0.26399457449454133,0.12603706099108195,0.125,0.19197338680485249,0.5175764147301151,1.0,0.406040343973632,0.22321356802533468
pyrimidine.m00,sterol_steroid.m02,pyrimidine,sterol_steroid,False,0.3155201143694445,0.05943004166916808,0.125,0.2706697379502106,0.5712067818329678,1.0,0.9866107898554394,0.2227426066691686
free_amino_acid.m01,mono_oligosaccharide.m04,free_amino_acid,mono_oligosaccharide,False,0.28680429116323863,0.0887653235551044,0.25,0.14534194349788876,0.4763005495453314,1.0,0.4603481370950734,0.2221899223323883
mono_oligosaccharide.m02,sterol_steroid.m01,mono_oligosaccharide,sterol_steroid,False,0.2543970311703405,0.0905464796328901,0.25,0.2442915132546808,0.1454036159918513,1.0,0.8367744506608257,0.22218560601130694
acylglycerol.m02,sterol_steroid.m02,acylglycerol,sterol_steroid,False,0.2617937283648317,0.08925722839968342,0.25,0.2725663706382662,0.12221592449296437,1.0,0.8051741109336522,0.22159823597568465
acylglycerol.m02,carboxylic_acid_metabolite.m01,acylglycerol,carboxylic_acid_metabolite,False,0.3100067690606494,0.1902821495890872,0.125,0.09961092461196622,0.15781397603029482,1.0,0.8359303163201275,0.22102319319722208
nucleic_acid_polymer.m00,purine.m01,nucleic_acid_polymer,purine,False,0.29755717015775063,0.07039741511482991,0.125,0.2851933255070405,0.6193564815955708,1.0,0.570219163795362,0.2209067148854096
chromophore_pigment.m01,free_amino_acid.m06,chromophore_pigment,free_amino_acid,False,0.3370271852465938,0.10276706607504167,0.25,0.26660604352968587,0.0841108290823661,1.0,0.48371519425499704,0.22029880444907143
acylglycerol.m01,peptide_protein.m07,acylglycerol,peptide_protein,False,0.49976280536126466,0.013430565950849795,0.4,0.45289550888730973,0.6676211833707091,1.0,1.0,0.22026123817767318
mono_oligosaccharide.m00,peptide_protein.m05,mono_oligosaccharide,peptide_protein,False,0.2868796016704975,0.25517902628641165,0.375,0.24909508865150157,0.10972013438806609,0.0,1.0,0.2202111352224104
acylglycerol.m00,free_amino_acid.m01,acylglycerol,free_amino_acid,False,0.32356882982848645,0.08874859955971846,0.13333333333333333,0.29147231902684007,0.14211784420513074,1.0,1.0,0.22015521726236448
mono_oligosaccharide.m03,sterol_steroid.m01,mono_oligosaccharide,sterol_steroid,False,0.3122802126600457,0.10314641957545197,0.125,0.16871345319108003,0.3984573301461347,1.0,0.6376675434780494,0.2194719412643622
fatty_acid.m00,fatty_acid.m02,fatty_acid,fatty_acid,True,0.42719711919186504,0.2238638663818675,0.375,0.43908807535436506,0.8966033334154777,1.0,0.0,0.2194669532682716
mono_oligosaccharide.m01,sterol_steroid.m01,mono_oligosaccharide,sterol_steroid,False,0.2155118849897079,0.10966909795770212,0.125,0.2272799246161817,0.28927441944519744,1.0,1.0,0.21921334015270216
peptide_protein.m06,pyrimidine.m00,peptide_protein,pyrimidine,False,0.3346837820427309,0.18851341018255968,0.25,0.2166234963592729,0.3710309930423783,0.0,1.0,0.21915447868475207
mono_oligosaccharide.m00,nucleic_acid_polymer.m00,mono_oligosaccharide,nucleic_acid_polymer,False,0.3049693197470272,0.0618951162496769,0.125,0.2750052756966456,0.49331756162875706,1.0,0.9164689565523565,0.2191429053839934
peptide_protein.m09,sterol_steroid.m02,peptide_protein,sterol_steroid,False,0.3547884309130359,0.11973200465613419,0.25,0.2966636850325723,0.6348784675160387,0.0,1.0,0.21895061659482803
free_amino_acid.m05,peptide_protein.m02,free_amino_acid,peptide_protein,False,0.37920700183579076,0.24506287254520082,0.125,0.20741053260434242,0.7215078406729262,0.0,0.6087500306605549,0.21848608240956335
carboxylic_acid_metabolite.m01,phospholipid_sphingolipid.m00,carboxylic_acid_metabolite,phospholipid_sphingolipid,False,0.4405912792942807,0.08251349773104927,0.375,0.14100043329866885,0.1818493966501557,1.0,0.2883232497221621,0.21796428579821586
acylglycerol.m02,carboxylic_acid_metabolite.m00,acylglycerol,carboxylic_acid_metabolite,False,0.3214410394347416,0.078879232794469,0.125,0.17714886876899308,0.4055118821722237,1.0,1.0,0.21789564593153474
free_amino_acid.m00,mono_oligosaccharide.m04,free_amino_acid,mono_oligosaccharide,False,0.2657190680789238,0.11693867820176523,0.25,0.133606356784399,0.250137591693569,1.0,0.47850231772554025,0.21789409445854185
fatty_acid.m03,polysaccharide.m01,fatty_acid,polysaccharide,False,0.28877535540647026,0.08839327441529429,0.2857142857142857,0.26668161188857636,0.0588531013578452,1.0,1.0,0.21776221248302066
mono_oligosaccharide.m04,peptide_protein.m03,mono_oligosaccharide,peptide_protein,False,0.44049684705665865,0.07714342055352603,0.125,0.18607786668581905,0.43891832392781166,1.0,0.4762591177808449,0.2175838690156641
peptide_protein.m00,pyrimidine.m00,peptide_protein,pyrimidine,False,0.37276981316033697,0.11976885123949707,0.375,0.27824035893397353,0.31914865653006075,0.0,1.0,0.2172906950813829
carboxylic_acid_metabolite.m00,fatty_acid.m04,carboxylic_acid_metabolite,fatty_acid,False,0.3237210640059064,0.07590430620487053,0.125,0.18389180472903036,0.40310012568077086,1.0,1.0,0.21720156349829173
free_amino_acid.m03,mono_oligosaccharide.m00,free_amino_acid,mono_oligosaccharide,False,0.3076785124695897,0.05420823279745426,0.25,0.1763187763156453,0.5906716938975004,1.0,0.6596211099488158,0.21718788797318314
nucleic_acid_polymer.m00,sulfur_thiol_cofactor.m01,nucleic_acid_polymer,sulfur_thiol_cofactor,False,0.38612174141179084,0.0450915631570589,0.125,0.38679796854620635,0.5788560585524533,1.0,0.5890722992668093,0.21717094542695056
peptide_protein.m07,peptide_protein.m08,peptide_protein,peptide_protein,True,0.6961807709895541,0.4238817293123214,0.5,0.5733580306447141,0.8261169570467484,0.0,0.0,0.21660531966305743
fatty_acid.m01,free_amino_acid.m06,fatty_acid,free_amino_acid,False,0.29357113523974276,0.036094298325614275,0.4,0.20225672278253332,0.46189572603234846,1.0,1.0,0.216546495311244
free_amino_acid.m04,sterol_steroid.m02,free_amino_acid,sterol_steroid,False,0.3245008750650589,0.23320229291825317,0.125,0.2645522128339442,0.6807116981690037,0.0,0.6305098606636782,0.21644875890180335
free_amino_acid.m05,phospholipid_sphingolipid.m01,free_amino_acid,phospholipid_sphingolipid,False,0.43791281316870956,0.12107312405304992,0.375,0.22455081485190329,0.706764582665911,0.0,0.4193061004999408,0.21628278294399153
free_amino_acid.m03,sulfur_thiol_cofactor.m01,free_amino_acid,sulfur_thiol_cofactor,False,0.25422742015588445,0.08356855565398123,0.25,0.16910839976269068,0.45263642113736996,1.0,0.4336662855563076,0.2161531137457304
peptide_protein.m07,phospholipid_sphingolipid.m00,peptide_protein,phospholipid_sphingolipid,False,0.5503486103326874,0.01865290349178797,0.25,0.4924170214451715,0.5457519078012437,1.0,0.6524233661066985,0.21602679497461164
peptide_protein.m05,peptide_protein.m06,peptide_protein,peptide_protein,True,0.808702010483032,0.4871979193871214,0.25,0.6730402166554015,0.9231392263650329,0.0,0.0,0.21572870428355856
polysaccharide.m01,sterol_steroid.m01,polysaccharide,sterol_steroid,False,0.33335092658288085,0.05524267734914506,0.125,0.3200325328823643,0.334877646073092,1.0,1.0,0.21525500094818248
free_amino_acid.m05,sterol_steroid.m02,free_amino_acid,sterol_steroid,False,0.3540782309358252,0.1981090691832137,0.125,0.23700861971849335,0.6512350394703336,0.0,0.922312906155328,0.215109040140251
carboxylic_acid_metabolite.m01,free_amino_acid.m03,carboxylic_acid_metabolite,free_amino_acid,False,0.35737869531935007,0.14628810552766722,0.125,0.07132914823133209,0.5656439701980499,1.0,0.42338898756434,0.21497245459581701
free_amino_acid.m01,purine.m00,free_amino_acid,purine,False,0.38397358792743363,0.05433031204264365,0.125,0.26855081824463256,0.5788856304985337,1.0,0.5829380735686132,0.2149477053695727
fatty_acid.m00,mono_oligosaccharide.m00,fatty_acid,mono_oligosaccharide,False,0.2724662481950536,0.12704928805422336,0.125,0.236326495024256,0.09401743101932857,1.0,1.0,0.21425935999744586
free_amino_acid.m03,small_nitrogenous.m00,free_amino_acid,small_nitrogenous,False,0.34527820532851555,0.037755492758985244,0.375,0.23286853849984118,0.3805761600828015,1.0,0.6252949141279753,0.21414248062314595
acylglycerol.m00,peptide_protein.m04,acylglycerol,peptide_protein,False,0.5870224910890687,0.04977791608307688,0.26666666666666666,0.4419695665651306,0.8308057533863986,0.0,1.0,0.21411359342495448
fatty_acid.m04,peptide_protein.m06,fatty_acid,peptide_protein,False,0.38189009550323816,0.10396395028346862,0.25,0.2974203292555926,0.6205360736670035,0.0,1.0,0.21408274975409433
mono_oligosaccharide.m04,pyrimidine.m00,mono_oligosaccharide,pyrimidine,False,0.2923113159639665,0.09181439786950389,0.125,0.24473105668607847,0.26130264422484534,1.0,0.6507514153833426,0.21369412407186514
mono_oligosaccharide.m03,sulfur_thiol_cofactor.m01,mono_oligosaccharide,sulfur_thiol_cofactor,False,0.3016507939922366,0.07527895666001944,0.125,0.2012388446794205,0.47260405628527075,1.0,0.7403388894242021,0.21357743547466781
free_amino_acid.m06,peptide_protein.m04,free_amino_acid,peptide_protein,False,0.4087868529451945,0.17761274589512954,0.125,0.21171614764454522,0.6327197154521633,0.0,1.0,0.21290636845434505
mono_oligosaccharide.m02,peptide_protein.m02,mono_oligosaccharide,peptide_protein,False,0.38890803410720637,0.10629416860705737,0.375,0.28293200472192004,0.7039913912779188,0.0,0.4413537506655295,0.21266164136196705
phosphate_metabolite.m00,pyrimidine.m00,phosphate_metabolite,pyrimidine,False,0.42250423000637727,0.026635971834735286,0.375,0.3383010212508257,0.5529904630473891,1.0,0.36308383435596464,0.21247409639840664
acylglycerol.m00,acylglycerol.m01,acylglycerol,acylglycerol,True,0.41588943072665097,0.24560000278721755,0.2857142857142857,0.4690533766217635,0.7380582731626375,1.0,0.0,0.21243930266810143
free_amino_acid.m03,purine.m01,free_amino_acid,purine,False,0.21464143818453202,0.09156564366210576,0.25,0.15803918772285155,0.3897336060523916,1.0,0.5203139823807442,0.2123170674261349
free_amino_acid.m00,peptide_protein.m01,free_amino_acid,peptide_protein,False,0.4097431257302411,0.14279419645065966,0.25,0.24866108586346605,0.6157947049787658,0.0,0.47267700241874694,0.2121349333498766
free_amino_acid.m03,peptide_protein.m08,free_amino_acid,peptide_protein,False,0.3755991509485433,0.14293502709527683,0.25,0.22203800768822357,0.3948199807782351,0.0,1.0,0.21136087555895589
carboxylic_acid_metabolite.m01,free_amino_acid.m00,carboxylic_acid_metabolite,free_amino_acid,False,0.43105988186296673,0.04211513149918073,0.375,0.1286845150623071,0.5337982700411542,1.0,0.4558660365778405,0.21094640818598026
free_amino_acid.m06,sterol_steroid.m01,free_amino_acid,sterol_steroid,False,0.28041048066386237,0.11713286045268098,0.125,0.2233879996629348,0.26701988713373914,1.0,0.37779123658990954,0.21086454457990722
mono_oligosaccharide.m02,peptide_protein.m07,mono_oligosaccharide,peptide_protein,False,0.35089668595013557,0.07212159616200416,0.125,0.29083555896869917,0.14559090498369437,1.0,1.0,0.21083816994036597
mono_oligosaccharide.m05,phosphate_metabolite.m00,mono_oligosaccharide,phosphate_metabolite,False,0.426438660103736,0.047362173967300525,0.125,0.250240035637007,0.7738698998661049,1.0,0.4564245672691609,0.2108254028502143
