id,component,family,membrane_lipid,protein_backbone,aromatic_amino_acid,purine_nucleotide,pyrimidine_nucleotide,glycan_carbohydrate,redox_metabolite,nucleic_acid_backbone,dominant_axis,dominant_weight
131,pepsin,Proteins,0.30964545380035957,0.44143412135601784,0.18883329271074528,0.19558731032181317,0.06490089185650771,0.24743299427132337,0.05467220015376363,0.26533158244569005,protein_backbone,0.44143412135601784
132,pepsin,Proteins,0.32466685472499185,0.42168045626276257,0.2528279441263032,0.22534546591513782,0.16033258945238316,0.27108632419088385,0.05930061771107331,0.26033224444003933,protein_backbone,0.42168045626276257
133,pepsin,Proteins,0.31785520115530325,0.3334219484969704,0.16722334990970045,0.229965790882,0.11623910703464499,0.34130227592582174,0.18015907667022288,0.3152243947562422,glycan_carbohydrate,0.34130227592582174
134,pepsinogen,Proteins,0.15911522440555612,0.2700766783064905,0.2804302302959498,0.11048041371057726,0.07952614158029955,0.28964352333562504,0.05573650022510191,0.482226546443808,nucleic_acid_backbone,0.482226546443808
135,pepsinogen,Proteins,0.22871745367352045,0.3908388776721069,0.2993000365721896,0.18230212140654434,0.12045518303492006,0.15987898954265545,0.04137897162362525,0.22457489610395978,protein_backbone,0.3908388776721069
136,pepsinogen,Proteins,0.31557300247408204,0.39466659739446275,0.23808808524949956,0.18766147937316424,0.09860723996740642,0.15593056347285844,0.03596112810733206,0.20358345288455798,protein_backbone,0.39466659739446275
137,major proteinase,Proteins,0.14796263964783968,0.3281434813828946,0.17391097489668406,0.12478204584775794,0.06136724497527628,0.19431219461072696,0.05035256099109131,0.06454824441278231,protein_backbone,0.3281434813828946
138,major proteinase,Proteins,0.17886896415753847,0.37742429260240173,0.20595183615240603,0.1562033455524319,0.05994758782048998,0.2282667412418795,0.05074945135275982,0.07238272785992318,protein_backbone,0.37742429260240173
139,major proteinase,Proteins,0.19348220169133715,0.297112119158252,0.12273541473076287,0.13681992124056155,0.047993840928982075,0.14155390041966615,0.038997228536616226,0.04171365484650287,protein_backbone,0.297112119158252
140,superoxide dismutases,Proteins,0.22294111014239001,0.3779141923029723,0.17395292155368766,0.13672555955405638,0.03445551260164022,0.13660558536654785,0.01779354417731629,0.22648222122906067,protein_backbone,0.3779141923029723
141,superoxide dismutases,Proteins,0.24519557604568168,0.4127100876934965,0.20330073322911157,0.1472713548253257,0.04280216057017811,0.17582862295885754,0.024451506186331587,0.26558821327510207,protein_backbone,0.4127100876934965
142,superoxide dismutases,Proteins,0.2919792549258225,0.35730357693759657,0.14657886267696446,0.1842200854611448,0.09467856652033627,0.1356075920619501,0.08373035084885794,0.19906947721055032,protein_backbone,0.35730357693759657
143,trypsinogen,Proteins,0.24060414168915123,0.41984186472234886,0.22984519745935483,0.18155903986894195,0.08781115036472384,0.1883917380674335,0.06669732039528535,0.24903190978927842,protein_backbone,0.41984186472234886
144,trypsinogen,Proteins,0.21199511337097784,0.40223537208697285,0.23668459144792667,0.1681815410521692,0.09156559229172181,0.19544209826261422,0.07566243845572648,0.25300997862888963,protein_backbone,0.40223537208697285
145,trypsinogen,Proteins,0.2156635969294491,0.32074503604354354,0.16615161343727,0.17253815107761047,0.08326331254945786,0.10159145945987838,0.11496404872870278,0.17502050621329662,protein_backbone,0.32074503604354354
146,trypsin inhibitor,Proteins,0.24282992320084745,0.36135799288898107,0.1242797692787824,0.23748337655528043,0.033550831256206864,0.19618807774239616,0.10925114661266991,0.14501388823278472,protein_backbone,0.36135799288898107
147,trypsin inhibitor,Proteins,0.22699894486131467,0.33713644440565405,0.13504355151371733,0.23723927918551513,0.04184990359687795,0.21625590984877785,0.11222911216313897,0.16788592442437877,protein_backbone,0.33713644440565405
148,trypsin inhibitor,Proteins,0.2996707322635288,0.36191039234869116,0.12489110400182689,0.2744543146997925,0.04977327883624627,0.20696404428883025,0.12562357165749666,0.17731289614116025,protein_backbone,0.36191039234869116
149,thaumatin,Proteins,0.21116120523840082,0.337879798461096,0.2312568765331601,0.1515017920432696,0.05494698084313274,0.14150800574000783,0.07010308410040184,0.27086992679903393,protein_backbone,0.337879798461096
150,thaumatin,Proteins,0.24036915081857596,0.3294939595479094,0.24902540857826128,0.19126456884626278,0.07886408260687511,0.10183561182765005,0.10005250279400102,0.25199269314473755,protein_backbone,0.3294939595479094
151,thaumatin,Proteins,0.2400336757985012,0.2973750162630965,0.16921284598827213,0.1455507374048651,0.06935959028597456,0.10138208059241036,0.15812496688748298,0.1860181731204146,protein_backbone,0.2973750162630965
152,triosephosphate isomerase,Proteins,0.2740225617370771,0.2857381476867743,0.22158800823152008,0.2124501924045031,0.20315212849152692,0.2842090812244717,0.17208810815392228,0.16964853967665589,protein_backbone,0.2857381476867743
153,triosephosphate isomerase,Proteins,0.2458947810104577,0.36155595378347233,0.16462479467554567,0.25950476068190104,0.10410409545890802,0.2205966917825607,0.23821229365092156,0.11013925084023676,protein_backbone,0.36155595378347233
154,triosephosphate isomerase,Proteins,0.24819832329255703,0.24507215497095525,0.13400015765174475,0.21234154408002368,0.09587368011680804,0.15644284901011268,0.2054844301514846,0.09884555938404961,membrane_lipid,0.24819832329255703
155,trypsin,Proteins,0.2647561992789233,0.40862075364281414,0.1988539683968882,0.1956269820977339,0.07114279670842306,0.12313968416789614,0.08137749601006582,0.2144309625611131,protein_backbone,0.40862075364281414
156,trypsin,Proteins,0.1815853000399769,0.36738266346155246,0.21252622810830937,0.15134280621365506,0.08870451655601276,0.15261571670810214,0.07316690350606316,0.18836880423814875,protein_backbone,0.36738266346155246
157,trypsin,Proteins,0.3013221537009836,0.37401918589551086,0.1546804576835755,0.19694001356824123,0.08391248554498894,0.1538715516394067,0.07783639592296561,0.18594420437705012,protein_backbone,0.37401918589551086
158,ubiquitin,Proteins,0.2289556030772384,0.3974384632454191,0.182427256124633,0.183978884615592,0.056745047612387536,0.13584552017833734,0.03462580984716055,0.11289460811153366,protein_backbone,0.3974384632454191
159,ubiquitin,Proteins,0.17096905443399232,0.34247259169564437,0.16391471601163446,0.133243051212956,0.04446407022607691,0.0952910854090013,0.0356325651553491,0.10334806796913892,protein_backbone,0.34247259169564437
160,ubiquitin,Proteins,0.1800507281147423,0.27877850763770784,0.10820190853726393,0.11308462138870275,0.031224851305439897,0.06373450336345494,0.03078717435755431,0.06774656834224442,protein_backbone,0.27877850763770784
161,glucose oxidase,Proteins,0.13290954484532133,0.31911949543076024,0.11357917784909151,0.04542542001775927,0.03836124894047676,0.1464749142485713,0.04148506262802519,0.10037562309826967,protein_backbone,0.31911949543076024
162,glucose oxidase,Proteins,0.19187865604778243,0.3636290528840399,0.15238543713502645,0.13751218297029266,0.08941161784692792,0.17449787927015736,0.07232689021158482,0.13723905474696255,protein_backbone,0.3636290528840399
163,xylanase,Proteins,0.5011359677993112,0.34524318066997284,0.13348856178016405,0.31036109958890895,0.057004749491888454,0.6163053952426906,0.35140437447638223,0.5213540124488412,glycan_carbohydrate,0.6163053952426906
164,xylanase,Proteins,0.3868762852994018,0.2507937192961463,0.12319160487380089,0.25026863076869993,0.04552129222481158,0.5276758923243946,0.3746993646060503,0.4660037330826549,glycan_carbohydrate,0.5276758923243946
165,xylanase,Proteins,0.4389091783298499,0.3070393610026645,0.13862530862518813,0.3145733186514024,0.05500952840278486,0.4909831966991025,0.3109983068303613,0.43344136011419704,glycan_carbohydrate,0.4909831966991025
166,cytochrome c,Proteins,0.15840110186521944,0.09235245478275142,0.17655024616203835,0.33123831356911,0.11461074262653968,0.09396270232675258,0.031188093678550605,0.02235282355242394,purine_nucleotide,0.33123831356911
167,cytochrome c,Proteins,0.07773566268453584,0.0956278324399509,0.09912141077847189,0.13390051799276795,0.2779609216527657,0.13318734836544308,0.026036292419962994,0.03466811204164285,pyrimidine_nucleotide,0.2779609216527657
168,a-dna,NucleicAcids,0.25640452154887516,0.3976779563009667,0.17555010956827655,0.35166759264448433,0.5871122527619701,0.2066315872918854,0.11212242870690836,0.21021147514626584,pyrimidine_nucleotide,0.5871122527619701
169,b-dna,NucleicAcids,0.19130056707137627,0.3318930512917644,0.18517765095494837,0.3617088470955405,0.470142171097089,0.21797273294229502,0.11431109006656073,0.21858671298087246,pyrimidine_nucleotide,0.470142171097089
170,t-rna,NucleicAcids,0.13163792059090318,0.33486397193668516,0.1027340607285863,0.28805645384111433,0.44530658283508223,0.1356530914150759,0.03523856045977701,0.045460718880219055,pyrimidine_nucleotide,0.44530658283508223
171,ceramide,Lipids,0.19442127216152516,0.15581125387237893,0.02525283480309617,0.033067297167758386,0.011827628239179187,0.12152525067051564,0.040456937097283485,0.19331067664157514,membrane_lipid,0.19442127216152516
172,melanin,Pigments,0.1799542204634985,0.15265187051652684,0.18662426169283156,0.11760453717308121,0.009405721012464372,0.005432499114494664,0.009946265340879832,0.006001015721833162,aromatic_amino_acid,0.18662426169283156
173,melanin,Pigments,0.23732041026312217,0.19600857814324207,0.202640532937132,0.1605677818160377,0.01471634874633011,0.011360922237589999,0.015735203725999864,0.009728696738156324,membrane_lipid,0.23732041026312217
174,melanin,Pigments,0.3260860020724406,0.27947977538176844,0.2310545580696873,0.20879490725333374,0.01207437570277044,0.008129749543223534,0.012463498351111813,0.009202000281593488,membrane_lipid,0.3260860020724406
175,melanin,Pigments,0.27580500218013354,0.24890537260528614,0.23176458254722443,0.17558734536048295,0.00829038104237972,0.0035757733068553883,0.009159183274581246,0.004048496119919271,membrane_lipid,0.27580500218013354
176,2-deoxy-d-ribose,Saccharides,0.09483103481217439,0.1927180488549851,0.06618946297349282,0.12286996078184804,0.31437839178451554,0.1449027305888101,0.06879482847345847,0.21346894153812548,pyrimidine_nucleotide,0.31437839178451554
177,amylopectin,Saccharides,0.3607047580199597,0.23754616793702973,0.09935638607082606,0.25328294681375774,0.06505062391152616,0.4167586587675356,0.3162528790061461,0.34165578184508755,glycan_carbohydrate,0.4167586587675356
178,amylose,Saccharides,0.416083436711242,0.2640491017467199,0.11615768585477732,0.284168454484779,0.05147534522478425,0.5051445227594433,0.3333682958073084,0.42759148714923634,glycan_carbohydrate,0.5051445227594433
179,d-(+)-galactose,Saccharides,0.17421730983220943,0.22000475266524838,0.19488751414014083,0.2470871929499097,0.19077431927910343,0.25701314896710514,0.11403534237838417,0.6293806967596468,nucleic_acid_backbone,0.6293806967596468
180,d-(+)-glucose,Saccharides,0.1701967802146358,0.11237591254373966,0.1397123088047217,0.20393714463205959,0.04537848211358218,0.3526346185168058,0.11893328589152474,0.3869029652186834,nucleic_acid_backbone,0.3869029652186834
181,d-(+)-lactose monohydrate,Saccharides,0.1625988375325923,0.15127680692402462,0.11018303831818027,0.16645536374790024,0.0420151049598098,0.3855386083439506,0.12682371440191761,0.27638096001105505,glycan_carbohydrate,0.3855386083439506
182,d-(+)-maltose monohydrate,Saccharides,0.2990538185769446,0.1484866134200814,0.09909903351185897,0.16286920467355284,0.028683273875153195,0.38326420218168844,0.27714777852031935,0.445318706398654,nucleic_acid_backbone,0.445318706398654
183,d-(+)-raffinose pentahydrate,Saccharides,0.27616109894217067,0.228659679214891,0.18810465301051557,0.2066394794193732,0.0600993076995735,0.23325943041604352,0.1521237533730882,0.43551967040850664,nucleic_acid_backbone,0.43551967040850664
184,d-(+)-sucrose,Saccharides,0.21663903190502704,0.19852079018587437,0.20737286849862438,0.16210359118853998,0.035014883677054465,0.28526391149246605,0.16440830731728012,0.3089567713794315,nucleic_acid_backbone,0.3089567713794315
185,d-(+)-xylose,Saccharides,0.14430745069652742,0.08019604638082115,0.03763613704270999,0.0810729945584164,0.03224632775859836,0.3609614554546922,0.17549809849842446,0.09520874772486944,glycan_carbohydrate,0.3609614554546922
186,d-(-)-fructose,Saccharides,0.15030587278431995,0.16963647623235767,0.16756258521890646,0.0585763607704218,0.10545657622842594,0.18640826080890682,0.14472703646729299,0.21511906327950825,nucleic_acid_backbone,0.21511906327950825
187,d-(-)-ribose,Saccharides,0.19688808228001872,0.2173461491400372,0.10577261722654636,0.1550792880506908,0.060995593306351195,0.40499473910244793,0.17610478558855244,0.4911524488594463,nucleic_acid_backbone,0.4911524488594463
188,glycogen,Saccharides,0.4582691164469048,0.29068929980599834,0.14019854191239786,0.31671774380107515,0.06086520379189614,0.5687898510056294,0.29293185916969855,0.5028713585655802,glycan_carbohydrate,0.5687898510056294
189,l-(+)-arabinose,Saccharides,0.060740706809016144,0.13944555158826216,0.1605207228743409,0.12782769218658252,0.01537446800037933,0.11586524095403757,0.0508619897243482,0.11999190143448821,aromatic_amino_acid,0.1605207228743409
190,ceramide,Lipids,0.21781806355197236,0.2013229263342059,0.027456961612294377,0.03435663092038391,0.012841313676348274,0.19063637987635096,0.010022494424011433,0.2832066420787583,nucleic_acid_backbone,0.2832066420787583
191,elastin,Proteins,0.1642320690950102,0.2646999129542532,0.10234986144685752,0.10961179682609774,0.07035114924111363,0.14838058674037752,0.06290677381237808,0.1031966296545155,protein_backbone,0.2646999129542532
192,keratin,Proteins,0.22247539643600922,0.27038869889143674,0.11912735953654921,0.10596749710011459,0.05132283049105152,0.08268399242900049,0.06615020584729624,0.1360584372779489,protein_backbone,0.27038869889143674
193,l-asparagine,AminoAcids,0.23258404253684398,0.09526046286137946,0.044329254929275946,0.09861218728985227,0.09002851362762997,0.12218857209331327,0.03906011780571646,0.08135541921936659,membrane_lipid,0.23258404253684398
194,l-aspartic acid,AminoAcids,0.11045196497070517,0.11664280932549953,0.022739859786599655,0.09644445676548148,0.14359814321973324,0.11643359371791404,0.06257862361696358,0.03227290275416213,pyrimidine_nucleotide,0.14359814321973324
195,glucosamine,Saccharides,0.1547592232483302,0.099443349532323,0.1339284509799233,0.17372509871725494,0.039461570577172034,0.30500871228855364,0.36809991769436734,0.2064594098583336,redox_metabolite,0.36809991769436734
196,tubulin,Proteins,0.12082545766383175,0.08298038742370292,0.11915030250587282,0.28128698673851915,0.02813283978986096,0.1358897998379765,0.05063164000431952,0.30066127959533545,nucleic_acid_backbone,0.30066127959533545
197,insulin,Proteins,0.4263176271484832,0.5003556673476199,0.3652846489069388,0.2624493081658687,0.1655649288593859,0.351056297526333,0.14666314207469486,0.34955229605581084,protein_backbone,0.5003556673476199
198,diethylstilbestrol,Lipids,0.054863720075466714,0.09705911786913762,0.09876232556699595,0.034402125890756474,0.11757941314785988,0.08138342100659933,0.012389952694520414,0.06698516740011168,pyrimidine_nucleotide,0.11757941314785988
199,estradiol,Lipids,0.18068059763926114,0.24168633515168714,0.173842898475386,0.22723246029895217,0.13972030449816208,0.14661276448965135,0.09825522409444636,0.12036586673159737,protein_backbone,0.24168633515168714
200,estriol,Lipids,0.18008854977530797,0.24211614700294393,0.17678978937209297,0.230708818034021,0.14365685047012652,0.14814734863768464,0.10165054146047414,0.12020226018273919,protein_backbone,0.24211614700294393
201,estrone,Lipids,0.14740561738201288,0.1971057587145308,0.11857026666748421,0.2220024686260755,0.0741135849582518,0.07864521149154785,0.1196357371385848,0.05213089654363852,purine_nucleotide,0.2220024686260755
202,ethinylestradiol,Lipids,0.253048625780832,0.2641950718550614,0.18246765180119048,0.30501895572657967,0.07119534948257378,0.12920994842693104,0.20338471167970534,0.10024488967035176,purine_nucleotide,0.30501895572657967
