chemical_class,molecule,band_cm,observed,reconstructed,residual
mono_oligosaccharide,(+)-sucrose,922.0,0.05778,0.04147,0.01631
mono_oligosaccharide,(+)-sucrose,942.0,0.03723,0.01193,0.0253
mono_oligosaccharide,(+)-sucrose,1010.0,0.03224,0.01931,0.01292
mono_oligosaccharide,(+)-sucrose,1036.0,0.09364,0.04577,0.04786
mono_oligosaccharide,(+)-sucrose,1088.0,0.02744,0.04787,-0.02043
mono_oligosaccharide,(+)-sucrose,1126.0,0.11873,0.09203,0.0267
mono_oligosaccharide,(+)-sucrose,1162.0,0.05499,0.01297,0.04201
mono_oligosaccharide,(+)-trehalose,522.0,0.19471,0.10421,0.09051
mono_oligosaccharide,(+)-trehalose,540.0,0.09852,0.09441,0.00412
mono_oligosaccharide,(+)-trehalose,604.0,0.04389,0.02864,0.01525
mono_oligosaccharide,(+)-trehalose,670.0,0.0397,0.01436,0.02533
mono_oligosaccharide,(+)-trehalose,696.0,0.0387,0.02109,0.01761
mono_oligosaccharide,(+)-trehalose,730.0,0.01353,0.0067,0.00682
mono_oligosaccharide,(+)-trehalose,802.0,0.03696,0.00471,0.03225
mono_oligosaccharide,(+)-trehalose,836.0,0.15933,0.0867,0.07262
mono_oligosaccharide,(+)-trehalose,910.0,0.13996,0.11357,0.0264
mono_oligosaccharide,(+)-trehalose,956.0,0.02409,0.01193,0.01217
mono_oligosaccharide,(+)-trehalose,1018.0,0.06117,0.03695,0.02422
mono_oligosaccharide,(+)-trehalose,1060.0,0.0787,0.05809,0.02061
mono_oligosaccharide,(+)-xylose,526.0,0.14982,0.17617,-0.02635
mono_oligosaccharide,(+)-xylose,564.0,0.04343,0.02889,0.01454
mono_oligosaccharide,(+)-xylose,608.0,0.03594,0.03576,0.00018
mono_oligosaccharide,(+)-xylose,758.0,0.03544,0.02722,0.00823
mono_oligosaccharide,(+)-xylose,902.0,0.25466,0.19782,0.05684
mono_oligosaccharide,(+)-xylose,930.0,0.07521,0.04637,0.02884
mono_oligosaccharide,(+)-xylose,1016.0,0.03211,0.04071,-0.0086
mono_oligosaccharide,(+)-xylose,1086.0,0.14925,0.14158,0.00767
mono_oligosaccharide,(+)-xylose,1114.0,0.11562,0.10875,0.00687
mono_oligosaccharide,(+)-xylose,1150.0,0.06017,0.07547,-0.0153
mono_oligosaccharide,(+)-xylose,1194.0,0.01484,0.01105,0.00379
mono_oligosaccharide,(+)-xylose,1244.0,0.03411,0.03622,-0.00211
mono_oligosaccharide,(-)-arabinose,512.0,0.06349,0.04139,0.02209
mono_oligosaccharide,(-)-arabinose,580.0,0.07433,0.04472,0.02961
mono_oligosaccharide,(-)-arabinose,614.0,0.06522,0.04416,0.02106
mono_oligosaccharide,(-)-arabinose,698.0,0.09715,0.07157,0.02558
mono_oligosaccharide,(-)-arabinose,842.0,0.34716,0.30214,0.04501
mono_oligosaccharide,(-)-arabinose,896.0,0.03649,0.0168,0.0197
mono_oligosaccharide,(-)-arabinose,936.0,0.05371,0.04934,0.00437
mono_oligosaccharide,(-)-arabinose,992.0,0.06725,0.05237,0.01488
mono_oligosaccharide,(-)-arabinose,1052.0,0.05658,0.07101,-0.01443
mono_oligosaccharide,(-)-arabinose,1094.0,0.05737,0.05316,0.00421
mono_oligosaccharide,(-)-arabinose,1138.0,0.04215,0.03283,0.00933
mono_oligosaccharide,(-)-arabinose,1258.0,0.12378,0.11338,0.0104
mono_oligosaccharide,(-)-fructose,466.0,0.05383,0.02188,0.03196
mono_oligosaccharide,(-)-fructose,526.0,0.08159,0.0485,0.03309
mono_oligosaccharide,(-)-fructose,594.0,0.07508,0.02607,0.04901
mono_oligosaccharide,(-)-fructose,626.0,0.25452,0.10701,0.14751
mono_oligosaccharide,(-)-fructose,818.0,0.14365,0.09787,0.04578
mono_oligosaccharide,(-)-fructose,872.0,0.14167,0.10599,0.03568
mono_oligosaccharide,(-)-fructose,926.0,0.04774,0.04434,0.00339
mono_oligosaccharide,(-)-fructose,978.0,0.067,0.03018,0.03682
mono_oligosaccharide,(-)-fructose,1048.0,0.05529,0.06783,-0.01255
mono_oligosaccharide,(-)-fructose,1084.0,0.10534,0.08189,0.02345
mono_oligosaccharide,(-)-fructose,1142.0,0.03847,0.03135,0.00712
mono_oligosaccharide,(-)-fructose,1178.0,0.04503,0.01429,0.03074
mono_oligosaccharide,(-)-ribose,464.0,0.02263,0.04293,-0.02029
mono_oligosaccharide,(-)-ribose,544.0,0.18183,0.12467,0.05715
mono_oligosaccharide,(-)-ribose,600.0,0.04522,0.0175,0.02772
mono_oligosaccharide,(-)-ribose,632.0,0.05312,0.02398,0.02914
mono_oligosaccharide,(-)-ribose,658.0,0.0206,0.02188,-0.00127
mono_oligosaccharide,(-)-ribose,728.0,0.02414,0.00796,0.01619
mono_oligosaccharide,(-)-ribose,806.0,0.02346,0.0251,-0.00165
mono_oligosaccharide,(-)-ribose,886.0,0.14371,0.04985,0.09386
mono_oligosaccharide,(-)-ribose,924.0,0.08087,0.03274,0.04813
mono_oligosaccharide,(-)-ribose,946.0,0.03019,0.0217,0.00849
mono_oligosaccharide,(-)-ribose,1004.0,0.03852,0.01688,0.02163
mono_oligosaccharide,(-)-ribose,1030.0,0.03512,0.02726,0.00786
mono_oligosaccharide,2-deoxy-d-ribose,538.0,0.06946,0.03494,0.03452
mono_oligosaccharide,2-deoxy-d-ribose,624.0,0.0604,0.11931,-0.05892
mono_oligosaccharide,2-deoxy-d-ribose,674.0,0.06367,0.04538,0.01829
mono_oligosaccharide,2-deoxy-d-ribose,754.0,0.02977,0.01526,0.01452
mono_oligosaccharide,2-deoxy-d-ribose,806.0,0.22294,0.11191,0.11103
mono_oligosaccharide,2-deoxy-d-ribose,876.0,0.05388,0.07777,-0.02389
mono_oligosaccharide,2-deoxy-d-ribose,898.0,0.0327,0.01948,0.01322
mono_oligosaccharide,2-deoxy-d-ribose,920.0,0.07059,0.05959,0.011
mono_oligosaccharide,2-deoxy-d-ribose,984.0,0.01676,0.02282,-0.00606
mono_oligosaccharide,2-deoxy-d-ribose,1014.0,0.06026,0.02762,0.03264
mono_oligosaccharide,2-deoxy-d-ribose,1040.0,0.08288,0.06352,0.01936
mono_oligosaccharide,2-deoxy-d-ribose,1080.0,0.04149,0.09046,-0.04896
mono_oligosaccharide,glucosamine,500.0,0.1812,0.07187,0.10932
mono_oligosaccharide,glucosamine,524.0,0.15848,0.10974,0.04874
mono_oligosaccharide,glucosamine,556.0,0.04598,0.0558,-0.00982
mono_oligosaccharide,glucosamine,572.0,0.07114,0.06246,0.00868
mono_oligosaccharide,glucosamine,692.0,0.03744,0.02196,0.01548
mono_oligosaccharide,glucosamine,734.0,0.02082,0.01136,0.00947
mono_oligosaccharide,glucosamine,766.0,0.03839,0.0149,0.02348
mono_oligosaccharide,glucosamine,854.0,0.14915,0.10415,0.045
mono_oligosaccharide,glucosamine,886.0,0.09037,0.03569,0.05468
mono_oligosaccharide,glucosamine,910.0,0.04504,0.0462,-0.00115
mono_oligosaccharide,glucosamine,998.0,0.08364,0.04689,0.03675
mono_oligosaccharide,glucosamine,1038.0,0.07487,0.0718,0.00307
mono_oligosaccharide,glycerol,486.0,0.08704,0.02162,0.06542
mono_oligosaccharide,glycerol,550.0,0.01353,0.0327,-0.01917
mono_oligosaccharide,glycerol,674.0,0.03328,0.02965,0.00363
mono_oligosaccharide,glycerol,822.0,0.0789,0.04338,0.03552
mono_oligosaccharide,glycerol,850.0,0.14489,0.09309,0.0518
mono_oligosaccharide,glycerol,926.0,0.05287,0.04994,0.00293
mono_oligosaccharide,glycerol,976.0,0.01763,0.02481,-0.00719
mono_oligosaccharide,glycerol,1058.0,0.1234,0.05386,0.06954
mono_oligosaccharide,glycerol,1112.0,0.08069,0.0509,0.02979
mono_oligosaccharide,glycerol,1250.0,0.04049,0.04913,-0.00864
mono_oligosaccharide,glycerol,1468.0,0.10272,0.09473,0.00799
mono_oligosaccharide,n-acetylglucosamine,480.0,0.04714,0.05052,-0.00338
mono_oligosaccharide,n-acetylglucosamine,512.0,0.11048,0.06326,0.04722
mono_oligosaccharide,n-acetylglucosamine,554.0,0.03868,0.05157,-0.01289
mono_oligosaccharide,n-acetylglucosamine,578.0,0.13283,0.06917,0.06366
mono_oligosaccharide,n-acetylglucosamine,628.0,0.0354,0.02315,0.01225
mono_oligosaccharide,n-acetylglucosamine,700.0,0.02378,0.01511,0.00868
mono_oligosaccharide,n-acetylglucosamine,790.0,0.07501,0.028,0.04702
mono_oligosaccharide,n-acetylglucosamine,866.0,0.07914,0.04342,0.03573
mono_oligosaccharide,n-acetylglucosamine,928.0,0.06586,0.02615,0.03971
mono_oligosaccharide,n-acetylglucosamine,974.0,0.16371,0.0598,0.10391
mono_oligosaccharide,n-acetylglucosamine,1002.0,0.06626,0.05198,0.01428
mono_oligosaccharide,n-acetylglucosamine,1020.0,0.07313,0.04776,0.02537
mono_oligosaccharide,β-d-glucose,542.0,0.21901,0.20174,0.01727
mono_oligosaccharide,β-d-glucose,650.0,0.02853,0.02807,0.00046
mono_oligosaccharide,β-d-glucose,770.0,0.02798,0.01688,0.0111
mono_oligosaccharide,β-d-glucose,840.0,0.16797,0.1255,0.04247
mono_oligosaccharide,β-d-glucose,914.0,0.13438,0.10686,0.02753
mono_oligosaccharide,β-d-glucose,1000.0,0.02767,0.01005,0.01762
mono_oligosaccharide,β-d-glucose,1022.0,0.04679,0.03197,0.01483
mono_oligosaccharide,β-d-glucose,1054.0,0.07231,0.08004,-0.00773
mono_oligosaccharide,β-d-glucose,1074.0,0.10291,0.10058,0.00233
mono_oligosaccharide,β-d-glucose,1120.0,0.13999,0.14353,-0.00355
mono_oligosaccharide,β-d-glucose,1150.0,0.06178,0.07285,-0.01107
mono_oligosaccharide,β-d-glucose,1204.0,0.02029,0.01486,0.00543
nucleic_acid_polymer,a-dna,500.0,0.02889,0.02914,-0.00026
nucleic_acid_polymer,a-dna,536.0,0.01254,0.00657,0.00597
nucleic_acid_polymer,a-dna,596.0,0.01655,0.01481,0.00174
nucleic_acid_polymer,a-dna,664.0,0.04245,0.0313,0.01115
nucleic_acid_polymer,a-dna,706.0,0.01088,0.00947,0.0014
nucleic_acid_polymer,a-dna,728.0,0.02153,0.03569,-0.01416
nucleic_acid_polymer,a-dna,780.0,0.12394,0.13057,-0.00663
nucleic_acid_polymer,a-dna,806.0,0.13062,0.08754,0.04307
nucleic_acid_polymer,a-dna,884.0,0.01561,0.0104,0.0052
nucleic_acid_polymer,a-dna,960.0,0.02671,0.0097,0.01701
nucleic_acid_polymer,a-dna,1010.0,0.02533,0.02114,0.00419
nucleic_acid_polymer,a-dna,1056.0,0.03309,0.02051,0.01258
nucleic_acid_polymer,b-dna,498.0,0.03908,0.02814,0.01094
nucleic_acid_polymer,b-dna,598.0,0.0089,0.01387,-0.00497
nucleic_acid_polymer,b-dna,684.0,0.05531,0.02346,0.03185
nucleic_acid_polymer,b-dna,730.0,0.04799,0.0347,0.0133
nucleic_acid_polymer,b-dna,754.0,0.02409,0.00987,0.01422
nucleic_acid_polymer,b-dna,784.0,0.13619,0.13866,-0.00247
nucleic_acid_polymer,b-dna,838.0,0.0351,0.01201,0.0231
nucleic_acid_polymer,b-dna,898.0,0.02029,0.01193,0.00837
nucleic_acid_polymer,b-dna,920.0,0.01735,0.00941,0.00793
nucleic_acid_polymer,b-dna,1020.0,0.03315,0.01606,0.01708
nucleic_acid_polymer,b-dna,1094.0,0.10732,0.08936,0.01796
nucleic_acid_polymer,b-dna,1144.0,0.01208,0.00564,0.00644
nucleic_acid_polymer,t-rna,500.0,0.01918,0.0286,-0.00942
nucleic_acid_polymer,t-rna,558.0,0.0208,0.0089,0.0119
nucleic_acid_polymer,t-rna,596.0,0.019,0.01454,0.00446
nucleic_acid_polymer,t-rna,628.0,0.01417,0.00781,0.00636
nucleic_acid_polymer,t-rna,670.0,0.0308,0.03373,-0.00293
nucleic_acid_polymer,t-rna,724.0,0.04381,0.02417,0.01964
nucleic_acid_polymer,t-rna,786.0,0.1656,0.13765,0.02795
nucleic_acid_polymer,t-rna,814.0,0.09384,0.06308,0.03076
nucleic_acid_polymer,t-rna,868.0,0.01602,0.00662,0.0094
nucleic_acid_polymer,t-rna,914.0,0.01364,0.00871,0.00494
nucleic_acid_polymer,t-rna,1000.0,0.01166,0.01751,-0.00584
nucleic_acid_polymer,t-rna,1040.0,0.00948,0.00431,0.00516
peptide_protein,albumin,510.0,0.0326,0.02605,0.00654
peptide_protein,albumin,622.0,0.023,0.01901,0.00399
peptide_protein,albumin,646.0,0.02576,0.01622,0.00953
peptide_protein,albumin,744.0,0.01951,0.01885,0.00066
peptide_protein,albumin,828.0,0.02633,0.0314,-0.00507
peptide_protein,albumin,852.0,0.03522,0.03561,-0.00039
peptide_protein,albumin,896.0,0.02924,0.02019,0.00905
peptide_protein,albumin,940.0,0.05238,0.04238,0.01
peptide_protein,albumin,1004.0,0.11026,0.10097,0.00929
peptide_protein,albumin,1032.0,0.04243,0.03241,0.01002
peptide_protein,albumin,1102.0,0.03832,0.03325,0.00507
peptide_protein,albumin,1176.0,0.02708,0.01734,0.00973
peptide_protein,carbonic anhydrase,542.0,0.00983,0.00781,0.00202
peptide_protein,carbonic anhydrase,620.0,0.01479,0.0142,0.00059
peptide_protein,carbonic anhydrase,646.0,0.01438,0.01152,0.00286
peptide_protein,carbonic anhydrase,760.0,0.05758,0.04825,0.00934
peptide_protein,carbonic anhydrase,830.0,0.02732,0.02267,0.00466
peptide_protein,carbonic anhydrase,856.0,0.02388,0.02023,0.00366
peptide_protein,carbonic anhydrase,880.0,0.02749,0.02697,0.00053
peptide_protein,carbonic anhydrase,1004.0,0.13745,0.12772,0.00973
peptide_protein,carbonic anhydrase,1126.0,0.03074,0.02815,0.00259
peptide_protein,carbonic anhydrase,1236.0,0.06089,0.05804,0.00285
peptide_protein,carbonic anhydrase,1342.0,0.05512,0.06106,-0.00594
peptide_protein,carbonic anhydrase,1450.0,0.13765,0.12931,0.00834
peptide_protein,collagen,478.0,0.00887,0.00861,0.00026
peptide_protein,collagen,538.0,0.01822,0.01006,0.00816
peptide_protein,collagen,756.0,0.0162,0.01028,0.00592
peptide_protein,collagen,816.0,0.02363,0.01066,0.01297
peptide_protein,collagen,856.0,0.04279,0.03818,0.00461
peptide_protein,collagen,920.0,0.03881,0.01738,0.02142
peptide_protein,collagen,1004.0,0.03226,0.01709,0.01516
peptide_protein,collagen,1032.0,0.03274,0.02509,0.00765
peptide_protein,collagen,1098.0,0.03391,0.03168,0.00223
peptide_protein,collagen,1168.0,0.01336,0.00991,0.00344
peptide_protein,collagen,1248.0,0.07665,0.07451,0.00214
peptide_protein,collagen,1452.0,0.14258,0.13953,0.00305
peptide_protein,cytochrome c,600.0,0.01505,0.01259,0.00246
peptide_protein,cytochrome c,640.0,0.00997,0.00665,0.00332
peptide_protein,cytochrome c,686.0,0.05691,0.04444,0.01247
peptide_protein,cytochrome c,750.0,0.13541,0.128,0.00741
peptide_protein,cytochrome c,794.0,0.01229,0.01208,0.00021
peptide_protein,cytochrome c,834.0,0.01316,0.01081,0.00235
peptide_protein,cytochrome c,914.0,0.02327,0.02028,0.00299
peptide_protein,cytochrome c,978.0,0.02106,0.02191,-0.00085
peptide_protein,cytochrome c,1130.0,0.08132,0.09465,-0.01332
peptide_protein,cytochrome c,1176.0,0.02728,0.03096,-0.00369
peptide_protein,cytochrome c,1232.0,0.02664,0.03073,-0.00409
peptide_protein,cytochrome c,1314.0,0.09793,0.08531,0.01262
peptide_protein,elastase,512.0,0.01367,0.0116,0.00207
peptide_protein,elastase,644.0,0.01061,0.01594,-0.00533
peptide_protein,elastase,686.0,0.01367,0.01048,0.0032
peptide_protein,elastase,762.0,0.04751,0.04818,-0.00068
peptide_protein,elastase,856.0,0.0455,0.03583,0.00968
peptide_protein,elastase,1008.0,0.06917,0.06828,0.00089
peptide_protein,elastase,1066.0,0.04424,0.01383,0.0304
peptide_protein,elastase,1126.0,0.03322,0.02864,0.00458
peptide_protein,elastase,1174.0,0.00957,0.00683,0.00274
peptide_protein,elastase,1238.0,0.06192,0.06307,-0.00115
peptide_protein,elastase,1342.0,0.05664,0.05815,-0.00151
peptide_protein,elastase,1452.0,0.13597,0.13635,-0.00038
peptide_protein,elastin,528.0,0.03717,0.02173,0.01544
peptide_protein,elastin,622.0,0.01245,0.01007,0.00239
peptide_protein,elastin,666.0,0.03729,0.02022,0.01707
peptide_protein,elastin,758.0,0.02559,0.01368,0.01191
peptide_protein,elastin,854.0,0.02521,0.0247,0.00051
peptide_protein,elastin,904.0,0.03005,0.01695,0.01309
peptide_protein,elastin,934.0,0.02677,0.02114,0.00563
peptide_protein,elastin,958.0,0.02336,0.02468,-0.00132
peptide_protein,elastin,1004.0,0.07128,0.06363,0.00765
peptide_protein,elastin,1030.0,0.03754,0.02903,0.00851
peptide_protein,elastin,1106.0,0.04794,0.03158,0.01636
peptide_protein,elastin,1160.0,0.01985,0.00914,0.01071
peptide_protein,ferritin,466.0,0.01348,0.00502,0.00846
peptide_protein,ferritin,488.0,0.02105,0.01053,0.01052
peptide_protein,ferritin,542.0,0.03199,0.01708,0.01492
peptide_protein,ferritin,700.0,0.03948,0.01454,0.02494
peptide_protein,ferritin,758.0,0.02393,0.03264,-0.00871
peptide_protein,ferritin,836.0,0.04133,0.03004,0.01129
peptide_protein,ferritin,854.0,0.04594,0.03545,0.01049
peptide_protein,ferritin,886.0,0.01967,0.01603,0.00364
peptide_protein,ferritin,930.0,0.01863,0.02295,-0.00432
peptide_protein,ferritin,1004.0,0.08206,0.08386,-0.0018
peptide_protein,ferritin,1034.0,0.02541,0.02843,-0.00303
peptide_protein,ferritin,1102.0,0.02664,0.02366,0.00298
peptide_protein,glucose oxidase,536.0,0.01915,0.01886,0.00029
peptide_protein,glucose oxidase,760.0,0.0153,0.01678,-0.00147
peptide_protein,glucose oxidase,848.0,0.06314,0.06479,-0.00165
peptide_protein,glucose oxidase,934.0,0.01664,0.01455,0.00209
peptide_protein,glucose oxidase,1004.0,0.03279,0.03207,0.00073
peptide_protein,glucose oxidase,1066.0,0.02702,0.02728,-0.00026
peptide_protein,glucose oxidase,1144.0,0.05656,0.0492,0.00736
peptide_protein,glucose oxidase,1204.0,0.00644,0.00598,0.00046
peptide_protein,glucose oxidase,1234.0,0.07796,0.07746,0.0005
peptide_protein,glucose oxidase,1282.0,0.11714,0.11589,0.00125
peptide_protein,glucose oxidase,1340.0,0.03304,0.03596,-0.00292
peptide_protein,glucose oxidase,1398.0,0.01402,0.01468,-0.00066
peptide_protein,glutathione transferase,526.0,0.01997,0.0226,-0.00263
peptide_protein,glutathione transferase,646.0,0.0173,0.02202,-0.00472
peptide_protein,glutathione transferase,762.0,0.04215,0.02883,0.01331
peptide_protein,glutathione transferase,832.0,0.03223,0.03239,-0.00016
peptide_protein,glutathione transferase,854.0,0.05668,0.04475,0.01194
peptide_protein,glutathione transferase,938.0,0.03466,0.02614,0.00852
peptide_protein,glutathione transferase,1004.0,0.06961,0.07199,-0.00238
peptide_protein,glutathione transferase,1034.0,0.01992,0.02215,-0.00222
peptide_protein,glutathione transferase,1128.0,0.03933,0.03169,0.00764
peptide_protein,glutathione transferase,1174.0,0.01282,0.01503,-0.00221
peptide_protein,glutathione transferase,1208.0,0.03521,0.03111,0.00409
peptide_protein,glutathione transferase,1248.0,0.044,0.03528,0.00872
peptide_protein,hemoglobin,674.0,0.02863,0.01821,0.01042
peptide_protein,hemoglobin,750.0,0.08113,0.08564,-0.00451
peptide_protein,hemoglobin,794.0,0.00681,0.00748,-0.00068
peptide_protein,hemoglobin,918.0,0.0164,0.0144,0.002
peptide_protein,hemoglobin,998.0,0.04299,0.03517,0.00782
peptide_protein,hemoglobin,1066.0,0.01083,0.00395,0.00688
peptide_protein,hemoglobin,1130.0,0.09802,0.07696,0.02106
peptide_protein,hemoglobin,1172.0,0.03779,0.03184,0.00595
peptide_protein,hemoglobin,1226.0,0.05188,0.0455,0.00638
peptide_protein,hemoglobin,1308.0,0.04642,0.05802,-0.0116
peptide_protein,hemoglobin,1364.0,0.11638,0.10757,0.00881
peptide_protein,hemoglobin,1434.0,0.01203,0.01133,0.0007
peptide_protein,horseradish peroxidase,514.0,0.02429,0.01649,0.0078
peptide_protein,horseradish peroxidase,624.0,0.00624,0.00595,0.00029
peptide_protein,horseradish peroxidase,712.0,0.0129,0.01085,0.00205
peptide_protein,horseradish peroxidase,756.0,0.04264,0.02988,0.01276
peptide_protein,horseradish peroxidase,854.0,0.01255,0.00896,0.00359
peptide_protein,horseradish peroxidase,898.0,0.01599,0.01411,0.00188
peptide_protein,horseradish peroxidase,938.0,0.02159,0.01769,0.0039
peptide_protein,horseradish peroxidase,1004.0,0.08542,0.08606,-0.00063
peptide_protein,horseradish peroxidase,1034.0,0.00798,0.00862,-0.00064
peptide_protein,horseradish peroxidase,1100.0,0.02119,0.01826,0.00293
peptide_protein,horseradish peroxidase,1134.0,0.03365,0.03984,-0.00619
peptide_protein,horseradish peroxidase,1174.0,0.01601,0.02417,-0.00816
peptide_protein,insulin,514.0,0.04992,0.04081,0.00911
peptide_protein,insulin,624.0,0.01931,0.01854,0.00077
peptide_protein,insulin,648.0,0.04012,0.05122,-0.0111
peptide_protein,insulin,730.0,0.0262,0.01797,0.00823
peptide_protein,insulin,834.0,0.0884,0.09085,-0.00245
peptide_protein,insulin,856.0,0.09112,0.09365,-0.00253
peptide_protein,insulin,898.0,0.01393,0.00875,0.00518
peptide_protein,insulin,966.0,0.03019,0.02563,0.00456
peptide_protein,insulin,1010.0,0.13714,0.12018,0.01696
peptide_protein,insulin,1038.0,0.04626,0.03841,0.00785
peptide_protein,insulin,1134.0,0.03155,0.03054,0.00101
peptide_protein,insulin,1210.0,0.07342,0.074,-0.00058
peptide_protein,keratin,510.0,0.0164,0.01992,-0.00353
peptide_protein,keratin,620.0,0.01094,0.00991,0.00103
peptide_protein,keratin,640.0,0.02641,0.01546,0.01095
peptide_protein,keratin,754.0,0.01648,0.02164,-0.00516
peptide_protein,keratin,826.0,0.0306,0.01955,0.01104
peptide_protein,keratin,850.0,0.03342,0.02767,0.00574
peptide_protein,keratin,932.0,0.01572,0.01929,-0.00357
peptide_protein,keratin,998.0,0.06503,0.0387,0.02633
peptide_protein,keratin,1028.0,0.02307,0.01874,0.00433
peptide_protein,keratin,1122.0,0.02716,0.02129,0.00587
peptide_protein,keratin,1168.0,0.01199,0.01059,0.00141
peptide_protein,keratin,1234.0,0.05288,0.03597,0.01691
peptide_protein,lactalbumin,510.0,0.03055,0.01779,0.01276
peptide_protein,lactalbumin,646.0,0.01498,0.02102,-0.00603
peptide_protein,lactalbumin,764.0,0.06486,0.05572,0.00914
peptide_protein,lactalbumin,858.0,0.03193,0.03197,-4e-05
peptide_protein,lactalbumin,882.0,0.03805,0.03157,0.00647
peptide_protein,lactalbumin,956.0,0.02906,0.01607,0.01299
peptide_protein,lactalbumin,1006.0,0.07887,0.07522,0.00366
peptide_protein,lactalbumin,1130.0,0.0439,0.03029,0.01361
peptide_protein,lactalbumin,1174.0,0.00625,0.00971,-0.00346
peptide_protein,lactalbumin,1208.0,0.02933,0.02831,0.00101
peptide_protein,lactalbumin,1266.0,0.03339,0.03271,0.00068
peptide_protein,lactalbumin,1342.0,0.09209,0.08586,0.00623
peptide_protein,lectin,568.0,0.01086,0.00927,0.0016
peptide_protein,lectin,624.0,0.02304,0.01758,0.00546
peptide_protein,lectin,764.0,0.03691,0.03515,0.00176
peptide_protein,lectin,834.0,0.02535,0.02787,-0.00252
peptide_protein,lectin,880.0,0.02021,0.02063,-0.00043
peptide_protein,lectin,1004.0,0.14927,0.1465,0.00277
peptide_protein,lectin,1088.0,0.02235,0.0194,0.00295
peptide_protein,lectin,1128.0,0.02217,0.0309,-0.00873
peptide_protein,lectin,1158.0,0.00816,0.00537,0.00279
peptide_protein,lectin,1236.0,0.06427,0.06528,-0.00101
peptide_protein,lectin,1340.0,0.04717,0.04705,0.00011
peptide_protein,lectin,1452.0,0.11721,0.1168,0.00041
peptide_protein,major proteinase,532.0,0.01407,0.01745,-0.00339
peptide_protein,major proteinase,646.0,0.02895,0.02052,0.00844
peptide_protein,major proteinase,762.0,0.01959,0.01799,0.00161
peptide_protein,major proteinase,830.0,0.03614,0.02846,0.00767
peptide_protein,major proteinase,856.0,0.05254,0.04359,0.00895
peptide_protein,major proteinase,898.0,0.01417,0.013,0.00117
peptide_protein,major proteinase,962.0,0.01488,0.02101,-0.00613
peptide_protein,major proteinase,1004.0,0.04769,0.05523,-0.00754
peptide_protein,major proteinase,1106.0,0.03555,0.02543,0.01012
peptide_protein,major proteinase,1128.0,0.039,0.02698,0.01202
peptide_protein,major proteinase,1174.0,0.01875,0.01454,0.00421
peptide_protein,major proteinase,1268.0,0.05472,0.04294,0.01178
peptide_protein,myoglobin,678.0,0.01608,0.01871,-0.00263
peptide_protein,myoglobin,750.0,0.06529,0.07425,-0.00896
peptide_protein,myoglobin,1004.0,0.03929,0.04208,-0.00279
peptide_protein,myoglobin,1132.0,0.0736,0.07367,-7e-05
peptide_protein,myoglobin,1172.0,0.03914,0.03258,0.00657
peptide_protein,myoglobin,1226.0,0.05608,0.04951,0.00657
peptide_protein,myoglobin,1306.0,0.06226,0.05077,0.01149
peptide_protein,myoglobin,1366.0,0.10206,0.11424,-0.01219
peptide_protein,myoglobin,1430.0,0.02234,0.01496,0.00737
peptide_protein,myoglobin,1468.0,0.01362,0.01386,-0.00024
peptide_protein,myoglobin,1588.0,0.15657,0.14933,0.00724
peptide_protein,papain,500.0,0.05936,0.03583,0.02353
peptide_protein,papain,622.0,0.01577,0.00864,0.00713
peptide_protein,papain,646.0,0.05326,0.03805,0.01521
peptide_protein,papain,762.0,0.04125,0.03895,0.0023
peptide_protein,papain,830.0,0.06081,0.05311,0.0077
peptide_protein,papain,856.0,0.06437,0.07173,-0.00736
peptide_protein,papain,928.0,0.07345,0.02737,0.04608
peptide_protein,papain,1006.0,0.05444,0.04911,0.00533
peptide_protein,papain,1130.0,0.02767,0.03333,-0.00566
peptide_protein,papain,1176.0,0.01874,0.01654,0.0022
peptide_protein,papain,1206.0,0.04229,0.04242,-0.00014
peptide_protein,papain,1248.0,0.04705,0.04522,0.00182
peptide_protein,pepsin,550.0,0.01683,0.00928,0.00754
peptide_protein,pepsin,680.0,0.012,0.01514,-0.00314
peptide_protein,pepsin,766.0,0.02465,0.03408,-0.00943
peptide_protein,pepsin,886.0,0.03422,0.02314,0.01108
peptide_protein,pepsin,974.0,0.01585,0.00965,0.0062
peptide_protein,pepsin,1004.0,0.05352,0.05127,0.00225
peptide_protein,pepsin,1042.0,0.03188,0.01896,0.01292
peptide_protein,pepsin,1088.0,0.05113,0.02387,0.02726
peptide_protein,pepsin,1244.0,0.07358,0.06234,0.01124
peptide_protein,pepsin,1334.0,0.06645,0.05378,0.01266
peptide_protein,pepsin,1450.0,0.15011,0.13789,0.01222
peptide_protein,pepsin,1556.0,0.03461,0.04103,-0.00643
peptide_protein,pepsinogen,574.0,0.01282,0.00847,0.00434
peptide_protein,pepsinogen,644.0,0.02263,0.01715,0.00548
peptide_protein,pepsinogen,760.0,0.04312,0.03516,0.00796
peptide_protein,pepsinogen,828.0,0.0405,0.03521,0.00529
peptide_protein,pepsinogen,854.0,0.04102,0.03793,0.00309
peptide_protein,pepsinogen,1004.0,0.12614,0.12074,0.0054
peptide_protein,pepsinogen,1034.0,0.0335,0.0321,0.0014
peptide_protein,pepsinogen,1128.0,0.03489,0.03198,0.00291
peptide_protein,pepsinogen,1206.0,0.04178,0.03598,0.0058
peptide_protein,pepsinogen,1244.0,0.0602,0.0601,0.0001
