axis,recall,precision
acylglycerol,1.0,0.22115384615384615
acylglycerol,1.0,0.22330097087378642
acylglycerol,1.0,0.22549019607843138
acylglycerol,1.0,0.22772277227722773
acylglycerol,1.0,0.23
acylglycerol,1.0,0.23232323232323232
acylglycerol,1.0,0.23469387755102042
acylglycerol,1.0,0.23711340206185566
acylglycerol,1.0,0.23958333333333334
acylglycerol,1.0,0.24210526315789474
acylglycerol,1.0,0.24468085106382978
acylglycerol,1.0,0.24731182795698925
acylglycerol,1.0,0.25
acylglycerol,1.0,0.25274725274725274
acylglycerol,1.0,0.25555555555555554
acylglycerol,1.0,0.25842696629213485
acylglycerol,1.0,0.26136363636363635
acylglycerol,1.0,0.26436781609195403
acylglycerol,1.0,0.26744186046511625
acylglycerol,1.0,0.27058823529411763
acylglycerol,1.0,0.27380952380952384
acylglycerol,1.0,0.27710843373493976
acylglycerol,1.0,0.2804878048780488
acylglycerol,1.0,0.2839506172839506
acylglycerol,1.0,0.2875
acylglycerol,1.0,0.2911392405063291
acylglycerol,1.0,0.2948717948717949
acylglycerol,1.0,0.2987012987012987
acylglycerol,1.0,0.3026315789473684
acylglycerol,1.0,0.30666666666666664
acylglycerol,1.0,0.3108108108108108
acylglycerol,1.0,0.3150684931506849
acylglycerol,1.0,0.3194444444444444
acylglycerol,1.0,0.323943661971831
acylglycerol,1.0,0.32857142857142857
acylglycerol,1.0,0.3333333333333333
acylglycerol,1.0,0.3382352941176471
acylglycerol,1.0,0.34328358208955223
acylglycerol,1.0,0.3484848484848485
acylglycerol,1.0,0.35384615384615387
acylglycerol,1.0,0.359375
acylglycerol,1.0,0.36507936507936506
acylglycerol,1.0,0.3709677419354839
acylglycerol,1.0,0.3770491803278688
acylglycerol,1.0,0.38333333333333336
acylglycerol,1.0,0.3898305084745763
acylglycerol,1.0,0.39655172413793105
acylglycerol,1.0,0.40350877192982454
acylglycerol,1.0,0.4107142857142857
acylglycerol,1.0,0.41818181818181815
acylglycerol,1.0,0.42592592592592593
acylglycerol,1.0,0.4339622641509434
acylglycerol,1.0,0.4423076923076923
acylglycerol,1.0,0.45098039215686275
acylglycerol,1.0,0.46
acylglycerol,1.0,0.46938775510204084
acylglycerol,1.0,0.4791666666666667
acylglycerol,1.0,0.48936170212765956
acylglycerol,1.0,0.5
acylglycerol,1.0,0.5111111111111111
acylglycerol,1.0,0.5227272727272727
acylglycerol,1.0,0.5348837209302325
acylglycerol,1.0,0.5476190476190477
acylglycerol,1.0,0.5609756097560976
acylglycerol,1.0,0.575
acylglycerol,1.0,0.5897435897435898
acylglycerol,1.0,0.6052631578947368
acylglycerol,1.0,0.6216216216216216
acylglycerol,1.0,0.6388888888888888
acylglycerol,1.0,0.6571428571428571
acylglycerol,1.0,0.6764705882352942
acylglycerol,1.0,0.696969696969697
acylglycerol,1.0,0.71875
acylglycerol,1.0,0.7419354838709677
acylglycerol,1.0,0.7666666666666667
acylglycerol,1.0,0.7931034482758621
acylglycerol,1.0,0.8214285714285714
acylglycerol,1.0,0.8518518518518519
acylglycerol,1.0,0.8846153846153846
acylglycerol,1.0,0.92
acylglycerol,0.9565217391304348,0.9166666666666666
acylglycerol,0.9130434782608695,0.9130434782608695
acylglycerol,0.8695652173913043,0.9090909090909091
acylglycerol,0.8695652173913043,0.9523809523809523
acylglycerol,0.8695652173913043,1.0
